18:00:40.287 [XNIO-1 task-1]  FwR53MnwQwqZbvSUx3HKCA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:42.051 [XNIO-1 task-2]  Rwi5jnHCQWKVBT4NgaszCQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.052 [XNIO-1 task-2]  Rwi5jnHCQWKVBT4NgaszCQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.061 [XNIO-1 task-2]  Rwi5jnHCQWKVBT4NgaszCQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.061 [XNIO-1 task-2]  Rwi5jnHCQWKVBT4NgaszCQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.068 [XNIO-1 task-2]  Rwi5jnHCQWKVBT4NgaszCQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=hu_ES_cmQ3GTnuY0IYonPA
18:00:42.072 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.073 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.073 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.074 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.075 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.075 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.075 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.080 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.087 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.087 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.090 [XNIO-1 task-2]  D0xLJp_-Tcu9N9jgnIIXaw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=CG_9ol83QNuit-QJjCLrww
18:00:42.128 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:bba29b7c-058d-4376-8e61-2fbe2c8d0df3
18:00:42.158 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:bba29b7c-058d-4376-8e61-2fbe2c8d0df3
18:00:42.169 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.169 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.169 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.170 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.171 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.171 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.171 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.171 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.180 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.181 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.182 [XNIO-1 task-2]  zD9mOjEHS7-8Twi5AVrQOA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=xO4q_14jTM-Id_5gtFjlrg
18:00:42.195 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.195 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.195 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.196 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "93f377f9-b91d-4100-86f5-cb1d04acc93d", "93f377f9-b91d-4100-86f5-cb1d04acc93d", client_id)
18:00:42.196 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.197 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.197 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.199 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.202 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.212 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.212 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.219 [XNIO-1 task-2]  cdrAFL2HSdSUY-rW3TCcZQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=D4eC67bAS8O0tVgb1pV6PA
18:00:42.228 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.228 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.229 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.229 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.230 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.230 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.230 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.230 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.259 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.260 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.262 [XNIO-1 task-2]  KLQ30KMMTj6-JE4lr1aV6g DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=yS6pt1lVQSqG_aO0hOQ7JA
18:00:42.368 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.368 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.368 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.370 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG com.networknt.schema.TypeValidator debug - validate( "344abcb4-9699-4257-8f31-6528e7e3ad59", "344abcb4-9699-4257-8f31-6528e7e3ad59", client_id)
18:00:42.370 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.371 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.371 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.371 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.371 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.384 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.385 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.392 [XNIO-1 task-2]  is4C7PxjQValcxiq1QwQcw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=6MbLO9nQRxe3ijb6sv9_vQ
18:00:42.403 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:c6b5a535
18:00:42.428 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:d74bed87-7d14-4700-948f-033ad3f3c087
18:00:42.444 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:42.445 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:42.445 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:42.445 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG com.networknt.schema.TypeValidator debug - validate( "wWpylsCGi7oBk5elRuug8usfv80DEefA7pfQebgBL00", "wWpylsCGi7oBk5elRuug8usfv80DEefA7pfQebgBL00", code_challenge)
18:00:42.446 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:42.446 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:42.447 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:42.447 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:42.447 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:42.447 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:42.455 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:42.455 [XNIO-1 task-2]  6-4WM6xjQp2Hw_ImORCDlw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:42.464 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:42.465 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:42.465 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:42.465 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG com.networknt.schema.TypeValidator debug - validate( "06ce6bc9-9d53-486a-a50e-960a4d168f0d", "06ce6bc9-9d53-486a-a50e-960a4d168f0d", client_id)
18:00:42.466 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:42.466 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:42.467 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:42.467 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:42.467 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:42.469 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.469 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.469 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.470 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "c89d8f62-2f08-4431-b4ff-51e0feea9943", "c89d8f62-2f08-4431-b4ff-51e0feea9943", client_id)
18:00:42.470 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.471 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.471 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.471 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.473 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.478 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.478 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.481 [XNIO-1 task-2]  iLNRUVfBS_upHQFOaaxc2g DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=_-aiqJQdTMiDa7JVjyTlhw
18:00:42.481 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:42.481 [XNIO-1 task-1]  YafUddO7SOiwy6-Y6g5f2Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:42.487 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:42.487 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:42.487 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:42.488 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG com.networknt.schema.TypeValidator debug - validate( "344abcb4-9699-4257-8f31-6528e7e3ad59", "344abcb4-9699-4257-8f31-6528e7e3ad59", client_id)
18:00:42.488 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:42.489 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:42.489 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:42.489 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:42.490 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:42.491 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.491 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.492 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:42.492 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG com.networknt.schema.TypeValidator debug - validate( "06ce6bc9-9d53-486a-a50e-960a4d168f0d", "06ce6bc9-9d53-486a-a50e-960a4d168f0d", client_id)
18:00:42.492 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:42.493 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:42.493 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:42.493 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:42.493 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:42.502 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:42.503 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:42.505 [XNIO-1 task-1]  D3-Xm5WHS3O1xgxjPcDgww DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=9a9H2aeJQmK1RfzloO_z8w
18:00:42.508 [XNIO-1 task-2]  7YF_xp71Sxu_uaMCcUk64g DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
