23:10:19.937 [XNIO-1 task-1]  v-CwHm1PQvmHEuXa-uXWTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9839f140-fbdf-42c1-a11f-3397c148ea80, base path is set to: null
23:10:20.178 [XNIO-1 task-1]  zysjUrMIQn2B9ke6eBUN0A DEBUG com.networknt.schema.TypeValidator debug - validate( "fe78823f-864e-4662-87e8-3054ef1e52be", "fe78823f-864e-4662-87e8-3054ef1e52be", refreshToken)
23:10:20.178 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:fe78823f-864e-4662-87e8-3054ef1e52be
23:10:20.188 [XNIO-1 task-1]  gQpTtvCKQfm2fJEAqF31pA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/32b9445f-544e-4864-86e1-80819d64ad10, base path is set to: null
23:10:20.188 [XNIO-1 task-1]  gQpTtvCKQfm2fJEAqF31pA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.188 [XNIO-1 task-1]  gQpTtvCKQfm2fJEAqF31pA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.189 [XNIO-1 task-1]  gQpTtvCKQfm2fJEAqF31pA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/32b9445f-544e-4864-86e1-80819d64ad10, base path is set to: null
23:10:20.189 [XNIO-1 task-1]  gQpTtvCKQfm2fJEAqF31pA DEBUG com.networknt.schema.TypeValidator debug - validate( "32b9445f-544e-4864-86e1-80819d64ad10", "32b9445f-544e-4864-86e1-80819d64ad10", refreshToken)
23:10:20.194 [XNIO-1 task-1]  XN1mFRabTWyb-f4v62mQ5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.195 [XNIO-1 task-1]  XN1mFRabTWyb-f4v62mQ5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.195 [XNIO-1 task-1]  XN1mFRabTWyb-f4v62mQ5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.195 [XNIO-1 task-1]  XN1mFRabTWyb-f4v62mQ5w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.195 [XNIO-1 task-1]  XN1mFRabTWyb-f4v62mQ5w DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.203 [XNIO-1 task-1]  3n6KqtqIQ963oVVHI7ZEPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/35ad2815-e273-44b1-bd82-b763625482cb
23:10:20.203 [XNIO-1 task-1]  3n6KqtqIQ963oVVHI7ZEPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.203 [XNIO-1 task-1]  3n6KqtqIQ963oVVHI7ZEPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.204 [XNIO-1 task-1]  3n6KqtqIQ963oVVHI7ZEPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/35ad2815-e273-44b1-bd82-b763625482cb
23:10:20.204 [XNIO-1 task-1]  3n6KqtqIQ963oVVHI7ZEPg DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 35ad2815-e273-44b1-bd82-b763625482cb
23:10:20.209 [XNIO-1 task-1]  bwLf9kirT4SgtlHCfOk6UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.209 [XNIO-1 task-1]  bwLf9kirT4SgtlHCfOk6UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.209 [XNIO-1 task-1]  bwLf9kirT4SgtlHCfOk6UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.209 [XNIO-1 task-1]  bwLf9kirT4SgtlHCfOk6UQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.217 [XNIO-1 task-1]  _58bCF75SryeM3Po-FmwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/fe78823f-864e-4662-87e8-3054ef1e52be, base path is set to: null
23:10:20.217 [XNIO-1 task-1]  _58bCF75SryeM3Po-FmwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.217 [XNIO-1 task-1]  _58bCF75SryeM3Po-FmwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.217 [XNIO-1 task-1]  _58bCF75SryeM3Po-FmwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/fe78823f-864e-4662-87e8-3054ef1e52be, base path is set to: null
23:10:20.217 [XNIO-1 task-1]  _58bCF75SryeM3Po-FmwNw DEBUG com.networknt.schema.TypeValidator debug - validate( "fe78823f-864e-4662-87e8-3054ef1e52be", "fe78823f-864e-4662-87e8-3054ef1e52be", refreshToken)
23:10:20.218 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:fe78823f-864e-4662-87e8-3054ef1e52be
23:10:20.221 [XNIO-1 task-1]  sIajdBGBR8aHeRUq8k6YuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/35ad2815-e273-44b1-bd82-b763625482cb, base path is set to: null
23:10:20.222 [XNIO-1 task-1]  sIajdBGBR8aHeRUq8k6YuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.222 [XNIO-1 task-1]  sIajdBGBR8aHeRUq8k6YuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.222 [XNIO-1 task-1]  sIajdBGBR8aHeRUq8k6YuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/35ad2815-e273-44b1-bd82-b763625482cb, base path is set to: null
23:10:20.222 [XNIO-1 task-1]  sIajdBGBR8aHeRUq8k6YuA DEBUG com.networknt.schema.TypeValidator debug - validate( "35ad2815-e273-44b1-bd82-b763625482cb", "35ad2815-e273-44b1-bd82-b763625482cb", refreshToken)
23:10:20.237 [XNIO-1 task-1]  mVcSaxGQS7ebQqdDVErPMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.237 [XNIO-1 task-1]  mVcSaxGQS7ebQqdDVErPMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.237 [XNIO-1 task-1]  mVcSaxGQS7ebQqdDVErPMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.237 [XNIO-1 task-1]  mVcSaxGQS7ebQqdDVErPMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.237 [XNIO-1 task-1]  mVcSaxGQS7ebQqdDVErPMQ DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.239 [XNIO-1 task-1]  mVcSaxGQS7ebQqdDVErPMQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.243 [XNIO-1 task-1]  5BFJkTrXRzSxdS0c9Vt_oA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.243 [XNIO-1 task-1]  5BFJkTrXRzSxdS0c9Vt_oA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.243 [XNIO-1 task-1]  5BFJkTrXRzSxdS0c9Vt_oA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.243 [XNIO-1 task-1]  5BFJkTrXRzSxdS0c9Vt_oA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.252 [XNIO-1 task-1]  l0RRnQWcQXmWLdomReV9YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.253 [XNIO-1 task-1]  l0RRnQWcQXmWLdomReV9YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.253 [XNIO-1 task-1]  l0RRnQWcQXmWLdomReV9YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.253 [XNIO-1 task-1]  l0RRnQWcQXmWLdomReV9YQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.254 [XNIO-1 task-1]  l0RRnQWcQXmWLdomReV9YQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.261 [XNIO-1 task-1]  e6Woqo7dR96ofHvbypNwEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/fe78823f-864e-4662-87e8-3054ef1e52be
23:10:20.261 [XNIO-1 task-1]  e6Woqo7dR96ofHvbypNwEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.261 [XNIO-1 task-1]  e6Woqo7dR96ofHvbypNwEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.261 [XNIO-1 task-1]  e6Woqo7dR96ofHvbypNwEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/fe78823f-864e-4662-87e8-3054ef1e52be
23:10:20.261 [XNIO-1 task-1]  e6Woqo7dR96ofHvbypNwEw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = fe78823f-864e-4662-87e8-3054ef1e52be
23:10:20.262 [XNIO-1 task-1]  e6Woqo7dR96ofHvbypNwEw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token fe78823f-864e-4662-87e8-3054ef1e52be is not found.","severity":"ERROR"}
23:10:20.266 [XNIO-1 task-1]  sjXUBiC0QR6StpBB4vIRNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.266 [XNIO-1 task-1]  sjXUBiC0QR6StpBB4vIRNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.266 [XNIO-1 task-1]  sjXUBiC0QR6StpBB4vIRNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.266 [XNIO-1 task-1]  sjXUBiC0QR6StpBB4vIRNQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.270 [XNIO-1 task-1]  T8r7jU_lRMW10M-GgC8PJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.271 [XNIO-1 task-1]  T8r7jU_lRMW10M-GgC8PJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.271 [XNIO-1 task-1]  T8r7jU_lRMW10M-GgC8PJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.272 [XNIO-1 task-1]  T8r7jU_lRMW10M-GgC8PJw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.272 [XNIO-1 task-1]  T8r7jU_lRMW10M-GgC8PJw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.277 [XNIO-1 task-1]  6vM4jentTn-W_msm04eVwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.277 [XNIO-1 task-1]  6vM4jentTn-W_msm04eVwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.277 [XNIO-1 task-1]  6vM4jentTn-W_msm04eVwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.277 [XNIO-1 task-1]  6vM4jentTn-W_msm04eVwg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.290 [XNIO-1 task-1]  Eo5tG5vQQ5SjhPWubS9igA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.291 [XNIO-1 task-1]  Eo5tG5vQQ5SjhPWubS9igA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.291 [XNIO-1 task-1]  Eo5tG5vQQ5SjhPWubS9igA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.291 [XNIO-1 task-1]  Eo5tG5vQQ5SjhPWubS9igA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.291 [XNIO-1 task-1]  Eo5tG5vQQ5SjhPWubS9igA DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:20.304 [XNIO-1 task-1]  nOLGk4RQQrCnZlbmCvT0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68, base path is set to: null
23:10:20.305 [XNIO-1 task-1]  nOLGk4RQQrCnZlbmCvT0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.305 [XNIO-1 task-1]  nOLGk4RQQrCnZlbmCvT0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.305 [XNIO-1 task-1]  nOLGk4RQQrCnZlbmCvT0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68, base path is set to: null
23:10:20.305 [XNIO-1 task-1]  nOLGk4RQQrCnZlbmCvT0fQ DEBUG com.networknt.schema.TypeValidator debug - validate( "011ecb81-353a-404e-8f0f-fcbef48ccb68", "011ecb81-353a-404e-8f0f-fcbef48ccb68", refreshToken)
23:10:20.317 [XNIO-1 task-1]  1N9Twz_lSViMeIcMIpLjXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.318 [XNIO-1 task-1]  1N9Twz_lSViMeIcMIpLjXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.318 [XNIO-1 task-1]  1N9Twz_lSViMeIcMIpLjXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.318 [XNIO-1 task-1]  1N9Twz_lSViMeIcMIpLjXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.318 [XNIO-1 task-1]  1N9Twz_lSViMeIcMIpLjXA DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:20.320 [XNIO-1 task-1]  1N9Twz_lSViMeIcMIpLjXA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:20.328 [XNIO-1 task-1]  AGkf-jYtQp21RseXCFbDwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.328 [XNIO-1 task-1]  AGkf-jYtQp21RseXCFbDwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.328 [XNIO-1 task-1]  AGkf-jYtQp21RseXCFbDwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.328 [XNIO-1 task-1]  AGkf-jYtQp21RseXCFbDwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.328 [XNIO-1 task-1]  AGkf-jYtQp21RseXCFbDwA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.331 [XNIO-1 task-1]  -wwqXnm8Rl6exPIv3L_cTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.331 [XNIO-1 task-1]  -wwqXnm8Rl6exPIv3L_cTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.331 [XNIO-1 task-1]  -wwqXnm8Rl6exPIv3L_cTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.331 [XNIO-1 task-1]  -wwqXnm8Rl6exPIv3L_cTw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.336 [XNIO-1 task-1]  A2jgZJN-RtuCgypmqvG3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/fe78823f-864e-4662-87e8-3054ef1e52be, base path is set to: null
23:10:20.336 [XNIO-1 task-1]  A2jgZJN-RtuCgypmqvG3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.336 [XNIO-1 task-1]  A2jgZJN-RtuCgypmqvG3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.336 [XNIO-1 task-1]  A2jgZJN-RtuCgypmqvG3rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/fe78823f-864e-4662-87e8-3054ef1e52be, base path is set to: null
23:10:20.336 [XNIO-1 task-1]  A2jgZJN-RtuCgypmqvG3rw DEBUG com.networknt.schema.TypeValidator debug - validate( "fe78823f-864e-4662-87e8-3054ef1e52be", "fe78823f-864e-4662-87e8-3054ef1e52be", refreshToken)
23:10:20.336 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:fe78823f-864e-4662-87e8-3054ef1e52be
23:10:20.340 [XNIO-1 task-1]  sXYgzJXmS-Kzpih7iiGiIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.341 [XNIO-1 task-1]  sXYgzJXmS-Kzpih7iiGiIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.341 [XNIO-1 task-1]  sXYgzJXmS-Kzpih7iiGiIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.341 [XNIO-1 task-1]  sXYgzJXmS-Kzpih7iiGiIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.341 [XNIO-1 task-1]  sXYgzJXmS-Kzpih7iiGiIQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.353 [XNIO-1 task-1]  lrxlXLN1THmacl_S5JU4FA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.353 [XNIO-1 task-1]  lrxlXLN1THmacl_S5JU4FA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.353 [XNIO-1 task-1]  lrxlXLN1THmacl_S5JU4FA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.353 [XNIO-1 task-1]  lrxlXLN1THmacl_S5JU4FA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.365 [XNIO-1 task-1]  RZImUQZZQqOwqcEJy0JfGg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.365 [XNIO-1 task-1]  RZImUQZZQqOwqcEJy0JfGg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.365 [XNIO-1 task-1]  RZImUQZZQqOwqcEJy0JfGg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.365 [XNIO-1 task-1]  RZImUQZZQqOwqcEJy0JfGg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.365 [XNIO-1 task-1]  RZImUQZZQqOwqcEJy0JfGg DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.377 [XNIO-1 task-1]  vYG--Lr1S3uGV_Eb4O-Q1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:20.377 [XNIO-1 task-1]  vYG--Lr1S3uGV_Eb4O-Q1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.377 [XNIO-1 task-1]  vYG--Lr1S3uGV_Eb4O-Q1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.377 [XNIO-1 task-1]  vYG--Lr1S3uGV_Eb4O-Q1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:20.377 [XNIO-1 task-1]  vYG--Lr1S3uGV_Eb4O-Q1w DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
23:10:20.380 [XNIO-1 task-1]  _7CHVdUfThmkqUrKaMp8FQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.380 [XNIO-1 task-1]  _7CHVdUfThmkqUrKaMp8FQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.380 [XNIO-1 task-1]  _7CHVdUfThmkqUrKaMp8FQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.381 [XNIO-1 task-1]  _7CHVdUfThmkqUrKaMp8FQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.381 [XNIO-1 task-1]  _7CHVdUfThmkqUrKaMp8FQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.387 [XNIO-1 task-1]  bnFOevYhQVOAU_7CqyJyrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68, base path is set to: null
23:10:20.387 [XNIO-1 task-1]  bnFOevYhQVOAU_7CqyJyrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.388 [XNIO-1 task-1]  bnFOevYhQVOAU_7CqyJyrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.388 [XNIO-1 task-1]  bnFOevYhQVOAU_7CqyJyrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68, base path is set to: null
23:10:20.388 [XNIO-1 task-1]  bnFOevYhQVOAU_7CqyJyrw DEBUG com.networknt.schema.TypeValidator debug - validate( "011ecb81-353a-404e-8f0f-fcbef48ccb68", "011ecb81-353a-404e-8f0f-fcbef48ccb68", refreshToken)
23:10:20.391 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:4d850486
23:10:20.398 [XNIO-1 task-1]  n7Gfbk1ESwGYJz3mJQr2wQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.399 [XNIO-1 task-1]  n7Gfbk1ESwGYJz3mJQr2wQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.399 [XNIO-1 task-1]  n7Gfbk1ESwGYJz3mJQr2wQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.399 [XNIO-1 task-1]  n7Gfbk1ESwGYJz3mJQr2wQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.399 [XNIO-1 task-1]  n7Gfbk1ESwGYJz3mJQr2wQ DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.399 [XNIO-1 task-1]  n7Gfbk1ESwGYJz3mJQr2wQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.404 [XNIO-1 task-1]  TCmG9O7YQqqkw3IVk912XA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.404 [XNIO-1 task-1]  TCmG9O7YQqqkw3IVk912XA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.404 [XNIO-1 task-1]  TCmG9O7YQqqkw3IVk912XA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.404 [XNIO-1 task-1]  TCmG9O7YQqqkw3IVk912XA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.404 [XNIO-1 task-1]  TCmG9O7YQqqkw3IVk912XA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.410 [XNIO-1 task-1]  Cl81Ids5TSWB4zN_wDm67Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
