19:00:41.635 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:0a7d5b86
19:00:42.281 [XNIO-1 task-1]  CMWbfG9nQ_u1d06PD0-vDg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:42.281 [XNIO-1 task-1]  CMWbfG9nQ_u1d06PD0-vDg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:42.281 [XNIO-1 task-1]  CMWbfG9nQ_u1d06PD0-vDg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:42.286 [XNIO-1 task-2]  ZLhSDkBKTdSxRviUDEjZbg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:42.286 [XNIO-1 task-2]  ZLhSDkBKTdSxRviUDEjZbg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:42.291 [XNIO-1 task-2]  ZLhSDkBKTdSxRviUDEjZbg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=SfaQnO8_R-O97QR6AOgr8w
19:00:42.297 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:1fa30ae4
19:00:42.300 [XNIO-1 task-1]  CMWbfG9nQ_u1d06PD0-vDg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:42.300 [XNIO-1 task-1]  CMWbfG9nQ_u1d06PD0-vDg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:42.302 [XNIO-1 task-1]  CMWbfG9nQ_u1d06PD0-vDg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=0cRGL0vjT9egFK9-2UUqkA
19:00:42.334 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:0a69866c-00af-463d-954c-1e9c602a955e
19:00:42.360 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:d21b7953-9a9e-44fd-80dc-a3edac8e76e6
19:00:42.360 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.361 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.361 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.362 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:42.362 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:42.365 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:42.366 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:42.366 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:42.373 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.373 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.373 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.374 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG com.networknt.schema.TypeValidator debug - validate( "l2hZEecHd6IBo8njPjACMgeITSD2RlwhGOKzSVJhMjI", "l2hZEecHd6IBo8njPjACMgeITSD2RlwhGOKzSVJhMjI", code_challenge)
19:00:42.376 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:42.376 [XNIO-1 task-1]  XT7k29nHQwit1wrxHZ6aqg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.376 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:42.377 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:42.377 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:42.377 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.377 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.378 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.390 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:504123b4-6fc7-4ff4-b499-ded9f056c229
19:00:42.392 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.392 [XNIO-1 task-2]  yHKxVGjqSOeb-fdkMfXTEA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:42.395 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:504123b4-6fc7-4ff4-b499-ded9f056c229
19:00:42.403 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.404 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.404 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.405 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG com.networknt.schema.TypeValidator debug - validate( "FqacPPotm-FGpMBbN8ulZZyyt7IXNIIkwtYJxbV3-2A", "FqacPPotm-FGpMBbN8ulZZyyt7IXNIIkwtYJxbV3-2A", code_challenge)
19:00:42.405 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:42.405 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.406 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.406 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.406 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.407 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.412 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:172ee2b4-624d-4ce5-af5c-253363d8b202
19:00:42.418 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.418 [XNIO-1 task-2]  r6HodQtwQu6a_T1RkfncIg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:42.422 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.423 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.423 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.424 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG com.networknt.schema.TypeValidator debug - validate( "332bab43-8967-4a8f-ae82-540c46c8afb6", "332bab43-8967-4a8f-ae82-540c46c8afb6", client_id)
19:00:42.424 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.425 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.425 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.425 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.430 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.438 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:017fc70a
19:00:42.443 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:42.443 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:42.447 [XNIO-1 task-1]  8cFis_ZATPOyqhAfvLDDDw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=1Hfc7cq5SBKBF9m0ibY31w
19:00:42.504 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.504 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.504 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.505 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG com.networknt.schema.TypeValidator debug - validate( "332bab43-8967-4a8f-ae82-540c46c8afb6", "332bab43-8967-4a8f-ae82-540c46c8afb6", client_id)
19:00:42.505 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.506 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.506 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.506 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.506 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.519 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.519 [XNIO-1 task-1]  s7xbVnxzSM-wZ_b92wJUig DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:42.522 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.522 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.522 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.523 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG com.networknt.schema.TypeValidator debug - validate( "W_n46L3iw-6nEzw7i8mVV8SWAWl5SkBucqupTT9SKI0", "W_n46L3iw-6nEzw7i8mVV8SWAWl5SkBucqupTT9SKI0", code_challenge)
19:00:42.523 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:42.524 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.524 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.525 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.525 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.525 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.537 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.538 [XNIO-1 task-2]  s26X4VbmQ_-UEQgdU5BcQg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:42.555 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.556 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.556 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.557 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG com.networknt.schema.TypeValidator debug - validate( "wapWfyRGiatrLSEZO7C2jRLlo4kxrvwj82NZP_H7Uvk", "wapWfyRGiatrLSEZO7C2jRLlo4kxrvwj82NZP_H7Uvk", code_challenge)
19:00:42.557 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:42.557 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.558 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.558 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.558 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.560 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.578 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.578 [XNIO-1 task-2]  2mN8ILInRFa49hNtFzqv2A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:42.583 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.583 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.583 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:42.584 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:cc8e8bb5
19:00:42.584 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.585 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.585 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.585 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.585 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.592 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.592 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.593 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:42.593 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG com.networknt.schema.TypeValidator debug - validate( "cjoCE6y_aMy8NbEks7bEDhcRSUvMZbu-5ovnokXFrV0", "cjoCE6y_aMy8NbEks7bEDhcRSUvMZbu-5ovnokXFrV0", code_challenge)
19:00:42.597 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:42.597 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:42.598 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:42.598 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:42.598 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:42.598 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:42.598 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.598 [XNIO-1 task-1]  M7hgkRHPS1Cx0dN4LPcwig DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:42.644 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:cc8e8bb5
19:00:42.657 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:42.657 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:42.657 [XNIO-1 task-2]  ZS69wvpuRTmtn8XubwDGiw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:42.657 [XNIO-1 task-1]  RgH1TFpsSQ-QMt9XOHBsNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:42.657 [XNIO-1 task-1]  RgH1TFpsSQ-QMt9XOHBsNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
