08:11:46.169 [XNIO-1 task-2]  MBjlzHl4Q6O-EmMDAPKNyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65b2e657
08:11:46.432 [XNIO-1 task-2]  3XeHLJ--T2aDTaY3Lokoxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/085ce6c0, base path is set to: null
08:11:46.432 [XNIO-1 task-2]  3XeHLJ--T2aDTaY3Lokoxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.432 [XNIO-1 task-2]  3XeHLJ--T2aDTaY3Lokoxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:46.432 [XNIO-1 task-2]  3XeHLJ--T2aDTaY3Lokoxw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/085ce6c0, base path is set to: null
08:11:46.432 [XNIO-1 task-2]  3XeHLJ--T2aDTaY3Lokoxw DEBUG com.networknt.schema.TypeValidator debug - validate( "085ce6c0", "085ce6c0", serviceId)
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "cfb90e9d-ee58-4169-8f30-12f9a78731de", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "0ea402c4", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:46.458 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:46.459 [XNIO-1 task-2]  zfUInLviTfek3Gedi3gWvQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.481 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.481 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.481 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.481 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.482 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:46.482 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG com.networknt.schema.TypeValidator debug - validate( "e48b6760-3b0d-45e6-84b5-f2476466ead3", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:46.482 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG com.networknt.schema.TypeValidator debug - validate( "1dbcb916", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:46.482 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:46.482 [XNIO-1 task-2]  Orp5eYS6SJiswmIOFuCCNw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.501 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "f303cbad-1651-49b6-bbeb-9f462801b8fe", {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "04c6468d", {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:46.502 [XNIO-1 task-2]  w3lu4maVSO68e-ihHDi1ZQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"04c6468d","serviceName":"21dd158c-d67b-4774-b5b9-5962eebc","serviceDesc":"f303cbad-1651-49b6-bbeb-9f462801b8fe","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.527 [XNIO-1 task-2]  LNZMuTAWTCm5vXdKYBo5QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ed346242, base path is set to: null
08:11:46.527 [XNIO-1 task-2]  LNZMuTAWTCm5vXdKYBo5QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.527 [XNIO-1 task-2]  LNZMuTAWTCm5vXdKYBo5QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:46.527 [XNIO-1 task-2]  LNZMuTAWTCm5vXdKYBo5QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ed346242, base path is set to: null
08:11:46.527 [XNIO-1 task-2]  LNZMuTAWTCm5vXdKYBo5QA DEBUG com.networknt.schema.TypeValidator debug - validate( "ed346242", "ed346242", serviceId)
08:11:46.534 [XNIO-1 task-2]  7N9WT0NtRIeSqen77TkOcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.534 [XNIO-1 task-2]  7N9WT0NtRIeSqen77TkOcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.534 [XNIO-1 task-2]  7N9WT0NtRIeSqen77TkOcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.534 [XNIO-1 task-2]  7N9WT0NtRIeSqen77TkOcw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:46.542 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.542 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.542 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.542 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.543 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:46.543 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG com.networknt.schema.TypeValidator debug - validate( "e48b6760-3b0d-45e6-84b5-f2476466ead3", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:46.543 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1dbcb916", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:46.543 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:46.543 [XNIO-1 task-2]  OUw-MuN1Q1ekv6DJti1vcQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1dbcb916","serviceName":"c45d0f3b-9d60-4104-a4f4-05f5afd4","serviceDesc":"e48b6760-3b0d-45e6-84b5-f2476466ead3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.559 [XNIO-1 task-2]  1Btwv-vERu-OadniVm8Z1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.559 [XNIO-1 task-2]  1Btwv-vERu-OadniVm8Z1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.559 [XNIO-1 task-2]  1Btwv-vERu-OadniVm8Z1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.559 [XNIO-1 task-2]  1Btwv-vERu-OadniVm8Z1Q DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:46.569 [XNIO-1 task-2]  VIPeo5TKQBif70Lv16ky4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.569 [XNIO-1 task-2]  VIPeo5TKQBif70Lv16ky4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.569 [XNIO-1 task-2]  VIPeo5TKQBif70Lv16ky4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.570 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fcdbb025
08:11:46.585 [XNIO-1 task-2]  jSZP-GveSI-jiDTMZm6vTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ed346242, base path is set to: null
08:11:46.585 [XNIO-1 task-2]  jSZP-GveSI-jiDTMZm6vTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.585 [XNIO-1 task-2]  jSZP-GveSI-jiDTMZm6vTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:46.585 [XNIO-1 task-2]  jSZP-GveSI-jiDTMZm6vTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ed346242, base path is set to: null
08:11:46.586 [XNIO-1 task-2]  jSZP-GveSI-jiDTMZm6vTQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ed346242", "ed346242", serviceId)
08:11:46.586 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:ed346242
08:11:46.603 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.603 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "cfb90e9d-ee58-4169-8f30-12f9a78731de", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "0ea402c4", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:46.604 [XNIO-1 task-2]  bYXP36-9R0GRVl6eFdQHtQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:46.626 [XNIO-1 task-2]  nwc12m0MRiWIqHA2E6v8GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fcdbb025
08:11:46.626 [XNIO-1 task-2]  nwc12m0MRiWIqHA2E6v8GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.626 [XNIO-1 task-2]  nwc12m0MRiWIqHA2E6v8GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:46.627 [XNIO-1 task-2]  nwc12m0MRiWIqHA2E6v8GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fcdbb025
08:11:46.630 [XNIO-1 task-2]  qaif-_ctS9KR5-kd6T0UPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fd271b3a, base path is set to: null
08:11:46.630 [XNIO-1 task-2]  qaif-_ctS9KR5-kd6T0UPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.630 [XNIO-1 task-2]  qaif-_ctS9KR5-kd6T0UPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:46.630 [XNIO-1 task-2]  qaif-_ctS9KR5-kd6T0UPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fd271b3a, base path is set to: null
08:11:46.630 [XNIO-1 task-2]  qaif-_ctS9KR5-kd6T0UPA DEBUG com.networknt.schema.TypeValidator debug - validate( "fd271b3a", "fd271b3a", serviceId)
08:11:46.633 [XNIO-1 task-2]  2cSSI9QyRVOZBdNGpIV30A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fd271b3a
08:11:46.633 [XNIO-1 task-2]  2cSSI9QyRVOZBdNGpIV30A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.633 [XNIO-1 task-2]  2cSSI9QyRVOZBdNGpIV30A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:46.633 [XNIO-1 task-2]  2cSSI9QyRVOZBdNGpIV30A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fd271b3a
08:11:46.635 [XNIO-1 task-2]  WVBdM_-3Re2mInZ4x2YtiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:46.635 [XNIO-1 task-2]  WVBdM_-3Re2mInZ4x2YtiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.635 [XNIO-1 task-2]  WVBdM_-3Re2mInZ4x2YtiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:46.654 [XNIO-1 task-2]  tQvX2V5mROmDVMHTpOr76g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:46.654 [XNIO-1 task-2]  tQvX2V5mROmDVMHTpOr76g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.654 [XNIO-1 task-2]  tQvX2V5mROmDVMHTpOr76g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:46.656 [XNIO-1 task-2]  tQvX2V5mROmDVMHTpOr76g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:46.661 [XNIO-1 task-2]  NumzUthNSrm6SwMbGoyvQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a0f15663, base path is set to: null
08:11:46.661 [XNIO-1 task-2]  NumzUthNSrm6SwMbGoyvQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:46.661 [XNIO-1 task-2]  NumzUthNSrm6SwMbGoyvQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:46.661 [XNIO-1 task-2]  NumzUthNSrm6SwMbGoyvQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a0f15663, base path is set to: null
08:11:46.661 [XNIO-1 task-2]  NumzUthNSrm6SwMbGoyvQw DEBUG com.networknt.schema.TypeValidator debug - validate( "a0f15663", "a0f15663", serviceId)
08:11:46.663 [XNIO-1 task-2]  7cKpMN0oQP68RiXwYe6xAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:46.664 [XNIO-1 task-2]  7cKpMN0oQP68RiXwYe6xAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
