16:29:38.846 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ff38b92a-ff20-4a28-98f1-e21d718f1a77
16:29:39.529 [XNIO-1 task-2]  uwoqxuwcTZKGsyUyWfaT_w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/9dccfa24, base path is set to: null
16:29:39.530 [XNIO-1 task-2]  uwoqxuwcTZKGsyUyWfaT_w DEBUG com.networknt.schema.TypeValidator debug - validate( "9dccfa24", "9dccfa24", serviceId)
16:29:39.551 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3150012d
16:29:39.560 [XNIO-1 task-2]  mducw2SaQIyUUC2K0wGWPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.560 [XNIO-1 task-2]  mducw2SaQIyUUC2K0wGWPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:39.560 [XNIO-1 task-2]  mducw2SaQIyUUC2K0wGWPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.561 [XNIO-1 task-2]  mducw2SaQIyUUC2K0wGWPA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:39.580 [XNIO-1 task-2]  s9TMe9PoS0ucb5sqjItZag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.580 [XNIO-1 task-2]  s9TMe9PoS0ucb5sqjItZag DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:39.580 [XNIO-1 task-2]  s9TMe9PoS0ucb5sqjItZag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.581 [XNIO-1 task-2]  s9TMe9PoS0ucb5sqjItZag DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:39.612 [XNIO-1 task-2]  l2XCcnzHSjSVEvGl2vjaIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.612 [XNIO-1 task-2]  l2XCcnzHSjSVEvGl2vjaIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:39.612 [XNIO-1 task-2]  l2XCcnzHSjSVEvGl2vjaIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.613 [XNIO-1 task-2]  l2XCcnzHSjSVEvGl2vjaIw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:39.650 [XNIO-1 task-2]  volM_aSMRnaJesJJS2rj6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.651 [XNIO-1 task-2]  volM_aSMRnaJesJJS2rj6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:39.651 [XNIO-1 task-2]  volM_aSMRnaJesJJS2rj6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:39.670 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:e5261506
16:29:39.672 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:e5261506
16:29:39.698 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3150012d
16:29:39.781 [XNIO-1 task-2]  9cioYAXbQnm9DfBnRukH5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.781 [XNIO-1 task-2]  9cioYAXbQnm9DfBnRukH5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.781 [XNIO-1 task-2]  9cioYAXbQnm9DfBnRukH5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.782 [XNIO-1 task-2]  9cioYAXbQnm9DfBnRukH5A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:39.807 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3150012d
16:29:39.811 [XNIO-1 task-2]  3-1nUVpUQlyYxUAMHAEIKg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.812 [XNIO-1 task-2]  3-1nUVpUQlyYxUAMHAEIKg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.812 [XNIO-1 task-2]  3-1nUVpUQlyYxUAMHAEIKg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.813 [XNIO-1 task-2]  3-1nUVpUQlyYxUAMHAEIKg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:39.869 [XNIO-1 task-2]  9-0Ih1HPTc2NtFosEhfKJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/b8f9651a
16:29:39.869 [XNIO-1 task-2]  9-0Ih1HPTc2NtFosEhfKJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.869 [XNIO-1 task-2]  9-0Ih1HPTc2NtFosEhfKJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:39.869 [XNIO-1 task-2]  9-0Ih1HPTc2NtFosEhfKJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/b8f9651a
16:29:39.889 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:3150012d
16:29:39.914 [XNIO-1 task-2]  PsoiIWgbRjKDdpEAIV4r4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.914 [XNIO-1 task-2]  PsoiIWgbRjKDdpEAIV4r4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.915 [XNIO-1 task-2]  PsoiIWgbRjKDdpEAIV4r4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.915 [XNIO-1 task-2]  PsoiIWgbRjKDdpEAIV4r4g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:39.958 [XNIO-1 task-2]  qGopfi7sTgGQuc3zLbRAlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.958 [XNIO-1 task-2]  qGopfi7sTgGQuc3zLbRAlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.959 [XNIO-1 task-2]  qGopfi7sTgGQuc3zLbRAlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:39.959 [XNIO-1 task-2]  qGopfi7sTgGQuc3zLbRAlA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:39.997 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:e5261506
16:29:40.031 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:e5261506
16:29:40.217 [XNIO-1 task-2]  Bc2bW1xKQCKgbYDuO9_42g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.217 [XNIO-1 task-2]  Bc2bW1xKQCKgbYDuO9_42g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.217 [XNIO-1 task-2]  Bc2bW1xKQCKgbYDuO9_42g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.218 [XNIO-1 task-2]  Bc2bW1xKQCKgbYDuO9_42g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.240 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:e5261506
16:29:40.251 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:b5949b17-f487-4a92-bc5b-d4a214881026
16:29:40.253 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:b5949b17-f487-4a92-bc5b-d4a214881026
16:29:40.257 [XNIO-1 task-2]  -pdRh1ZGQ8yqOga7Gvqshg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.257 [XNIO-1 task-2]  -pdRh1ZGQ8yqOga7Gvqshg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.258 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:65527edb
16:29:40.276 [XNIO-1 task-2]  -pdRh1ZGQ8yqOga7Gvqshg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.331 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:65527edb
16:29:40.335 [XNIO-1 task-2]  UwdQAU06Q2ey4g3CLSw6HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.336 [XNIO-1 task-2]  UwdQAU06Q2ey4g3CLSw6HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.336 [XNIO-1 task-2]  UwdQAU06Q2ey4g3CLSw6HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.336 [XNIO-1 task-2]  UwdQAU06Q2ey4g3CLSw6HA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.359 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:e5261506
16:29:40.438 [XNIO-1 task-2]  c5IDyx_1TUGx5rYtbUy4Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.438 [XNIO-1 task-2]  c5IDyx_1TUGx5rYtbUy4Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.438 [XNIO-1 task-2]  c5IDyx_1TUGx5rYtbUy4Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.438 [XNIO-1 task-2]  c5IDyx_1TUGx5rYtbUy4Gg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.453 [XNIO-1 task-2]  ceMau1DrQ9eyLB0F1zgVjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.454 [XNIO-1 task-2]  ceMau1DrQ9eyLB0F1zgVjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.454 [XNIO-1 task-2]  ceMau1DrQ9eyLB0F1zgVjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.455 [XNIO-1 task-2]  ceMau1DrQ9eyLB0F1zgVjQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.483 [XNIO-1 task-2]  Lrk0z1UiQ1qF2KBVGrC-HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.484 [XNIO-1 task-2]  Lrk0z1UiQ1qF2KBVGrC-HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.486 [XNIO-1 task-2]  Lrk0z1UiQ1qF2KBVGrC-HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.501 [XNIO-1 task-2]  eezCHpt4QI-cPok4jo3CWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.502 [XNIO-1 task-2]  eezCHpt4QI-cPok4jo3CWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.502 [XNIO-1 task-2]  eezCHpt4QI-cPok4jo3CWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.502 [XNIO-1 task-2]  eezCHpt4QI-cPok4jo3CWg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.517 [XNIO-1 task-2]  HVlhInDsSP-bzs1UkmIqyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/7d171003, base path is set to: null
16:29:40.517 [XNIO-1 task-2]  HVlhInDsSP-bzs1UkmIqyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.517 [XNIO-1 task-2]  HVlhInDsSP-bzs1UkmIqyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:40.518 [XNIO-1 task-2]  HVlhInDsSP-bzs1UkmIqyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/7d171003, base path is set to: null
16:29:40.518 [XNIO-1 task-2]  HVlhInDsSP-bzs1UkmIqyg DEBUG com.networknt.schema.TypeValidator debug - validate( "7d171003", "7d171003", serviceId)
16:29:40.530 [XNIO-1 task-2]  NY4b_zNSRQS_-GNjkGImxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.531 [XNIO-1 task-2]  NY4b_zNSRQS_-GNjkGImxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.531 [XNIO-1 task-2]  NY4b_zNSRQS_-GNjkGImxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.531 [XNIO-1 task-2]  NY4b_zNSRQS_-GNjkGImxw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:40.547 [XNIO-1 task-2]  y3oWqPkbT4ST4J0ApNM-Wg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.547 [XNIO-1 task-2]  y3oWqPkbT4ST4J0ApNM-Wg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.547 [XNIO-1 task-2]  y3oWqPkbT4ST4J0ApNM-Wg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.548 [XNIO-1 task-2]  y3oWqPkbT4ST4J0ApNM-Wg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:40.582 [XNIO-1 task-2]  VgsT2iVHTBuuAAxW-mm0Fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.582 [XNIO-1 task-2]  VgsT2iVHTBuuAAxW-mm0Fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.582 [XNIO-1 task-2]  VgsT2iVHTBuuAAxW-mm0Fw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.702 [XNIO-1 task-2]  yt0y6sUJQby-0e6WOdWjeA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.702 [XNIO-1 task-2]  yt0y6sUJQby-0e6WOdWjeA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.702 [XNIO-1 task-2]  yt0y6sUJQby-0e6WOdWjeA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.703 [XNIO-1 task-2]  yt0y6sUJQby-0e6WOdWjeA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.743 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.743 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.743 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.744 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:40.745 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:40.745 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:40.745 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:40.745 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG com.networknt.schema.TypeValidator debug - validate( "03ebb072-9fe0-4e35-aa3f-a69bcd4c", {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:40.745 [XNIO-1 task-2]  gKCfXX09TRSuNbkVqdHzvA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f5a79038","serviceName":"03ebb072-9fe0-4e35-aa3f-a69bcd4c","serviceDesc":"696eff2f-7807-4161-9bf8-88d2adba06df","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:40.777 [XNIO-1 task-2]  lGGHqlEpTK-Q1yFmvHi1Xw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.777 [XNIO-1 task-2]  lGGHqlEpTK-Q1yFmvHi1Xw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.778 [XNIO-1 task-2]  lGGHqlEpTK-Q1yFmvHi1Xw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.783 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:a369f5de-5fd2-467b-b58e-ed4ecd7fc4fb
16:29:40.786 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:a369f5de-5fd2-467b-b58e-ed4ecd7fc4fb
16:29:40.857 [XNIO-1 task-2]  yqADph1KQgCUscdWrAKVlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f5a79038
16:29:40.857 [XNIO-1 task-2]  yqADph1KQgCUscdWrAKVlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.857 [XNIO-1 task-2]  yqADph1KQgCUscdWrAKVlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:40.857 [XNIO-1 task-2]  yqADph1KQgCUscdWrAKVlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f5a79038
16:29:40.890 [XNIO-1 task-2]  fmumngjWRgizcqr7WfZZ7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.890 [XNIO-1 task-2]  fmumngjWRgizcqr7WfZZ7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.890 [XNIO-1 task-2]  fmumngjWRgizcqr7WfZZ7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:40.891 [XNIO-1 task-2]  fmumngjWRgizcqr7WfZZ7A DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:40.934 [XNIO-1 task-2]  346FKdcGTByQjh4XvVC-8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d8404fa3, base path is set to: null
16:29:40.935 [XNIO-1 task-2]  346FKdcGTByQjh4XvVC-8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:40.935 [XNIO-1 task-2]  346FKdcGTByQjh4XvVC-8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:40.935 [XNIO-1 task-2]  346FKdcGTByQjh4XvVC-8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d8404fa3, base path is set to: null
16:29:40.936 [XNIO-1 task-2]  346FKdcGTByQjh4XvVC-8Q DEBUG com.networknt.schema.TypeValidator debug - validate( "d8404fa3", "d8404fa3", serviceId)
16:29:40.948 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.948 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.949 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.949 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:40.950 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:40.950 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG com.networknt.schema.TypeValidator debug - validate( "55e9a629-3e7d-4ed9-acc1-0d13f1719edc", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:40.950 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG com.networknt.schema.TypeValidator debug - validate( "d8404fa3", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:40.950 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:40.950 [XNIO-1 task-2]  05mPWIKGSySd-3y3rvEU4Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:40.991 [XNIO-1 task-2]  TnAbtB2UTvKH1vJGdsSXFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.992 [XNIO-1 task-2]  TnAbtB2UTvKH1vJGdsSXFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:40.992 [XNIO-1 task-2]  TnAbtB2UTvKH1vJGdsSXFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
