16:29:40.148 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:66c2c2bd
16:29:40.584 [XNIO-1 task-4]  mKVo8h0USCGrqg2ZfwqT8A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.584 [XNIO-1 task-1]  kyK8bpD8TDeEl7kfU1bVAw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = 6zdYUUbHRXGrxLB3AwSW0Q redirectUri = http://localhost:8080/authorization
16:29:40.626 [XNIO-1 task-2]  zl57xHRQTKKvfualzBtokg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.641 [XNIO-1 task-1]  kyK8bpD8TDeEl7kfU1bVAw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.641 [XNIO-1 task-4]  B-KwIjQcSq-GWgfqlllJsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.641 [XNIO-1 task-4]  B-KwIjQcSq-GWgfqlllJsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.642 [XNIO-1 task-4]  B-KwIjQcSq-GWgfqlllJsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.643 [XNIO-1 task-4]  B-KwIjQcSq-GWgfqlllJsA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NTZkYjI1NDUtNTYwMy00ZDljLWI3ZDctYzljZDIxODI5MzMxOlJVNlcxWmdaVFJxb1dfcTFpT3l4RVE=", "Basic NTZkYjI1NDUtNTYwMy00ZDljLWI3ZDctYzljZDIxODI5MzMxOlJVNlcxWmdaVFJxb1dfcTFpT3l4RVE=", authorization)
16:29:40.648 [XNIO-1 task-4]  B-KwIjQcSq-GWgfqlllJsA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.679 [XNIO-1 task-2]  RwNCwoiCQtqnSM3TiXlBhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.679 [XNIO-1 task-2]  RwNCwoiCQtqnSM3TiXlBhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.680 [XNIO-1 task-2]  RwNCwoiCQtqnSM3TiXlBhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.680 [XNIO-1 task-2]  RwNCwoiCQtqnSM3TiXlBhw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", authorization)
16:29:40.686 [XNIO-1 task-2]  RwNCwoiCQtqnSM3TiXlBhw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.692 [XNIO-1 task-2]  LwnpfOgqSXOcp4tbCsf_QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.692 [XNIO-1 task-2]  LwnpfOgqSXOcp4tbCsf_QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.692 [XNIO-1 task-2]  LwnpfOgqSXOcp4tbCsf_QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.693 [XNIO-1 task-2]  LwnpfOgqSXOcp4tbCsf_QQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", authorization)
16:29:40.693 [XNIO-1 task-1]  VCtjqHMpQk2Pej6ojz4bKg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.694 [XNIO-1 task-1]  VCtjqHMpQk2Pej6ojz4bKg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.694 [XNIO-1 task-1]  VCtjqHMpQk2Pej6ojz4bKg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.695 [XNIO-1 task-1]  VCtjqHMpQk2Pej6ojz4bKg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", authorization)
16:29:40.702 [XNIO-1 task-1]  VCtjqHMpQk2Pej6ojz4bKg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.708 [XNIO-1 task-2]  LwnpfOgqSXOcp4tbCsf_QQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.710 [XNIO-1 task-1]  asJhWQQnR62CSZNkyyNUuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.710 [XNIO-1 task-1]  asJhWQQnR62CSZNkyyNUuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.710 [XNIO-1 task-1]  asJhWQQnR62CSZNkyyNUuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.715 [XNIO-1 task-1]  asJhWQQnR62CSZNkyyNUuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", authorization)
16:29:40.722 [XNIO-1 task-1]  asJhWQQnR62CSZNkyyNUuQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.727 [XNIO-1 task-1]  3WOj_sVPR3uFJEjqjMkgAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.727 [XNIO-1 task-1]  3WOj_sVPR3uFJEjqjMkgAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.728 [XNIO-1 task-1]  3WOj_sVPR3uFJEjqjMkgAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.728 [XNIO-1 task-1]  3WOj_sVPR3uFJEjqjMkgAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic Zjc1MjllN2UtYWNlMC00ZTM2LWFlZDItNDUzNTk5OGVhZTBmOnlJSHBkWEZOUTAyeE8tV0gzZUN1U3c=", "Basic Zjc1MjllN2UtYWNlMC00ZTM2LWFlZDItNDUzNTk5OGVhZTBmOnlJSHBkWEZOUTAyeE8tV0gzZUN1U3c=", authorization)
16:29:40.730 [XNIO-1 task-4]  qf0LLXmcS26GmVA6pSEE6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.730 [XNIO-1 task-4]  qf0LLXmcS26GmVA6pSEE6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.731 [XNIO-1 task-4]  qf0LLXmcS26GmVA6pSEE6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.731 [XNIO-1 task-4]  qf0LLXmcS26GmVA6pSEE6w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", authorization)
16:29:40.735 [XNIO-1 task-1]  3WOj_sVPR3uFJEjqjMkgAQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:40.735 [XNIO-1 task-1]  3WOj_sVPR3uFJEjqjMkgAQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.740 [XNIO-1 task-4]  qf0LLXmcS26GmVA6pSEE6w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.744 [XNIO-1 task-2]  8xnWHvrvTfG6axb6qQs8Rg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.744 [XNIO-1 task-2]  8xnWHvrvTfG6axb6qQs8Rg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.745 [XNIO-1 task-2]  8xnWHvrvTfG6axb6qQs8Rg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.746 [XNIO-1 task-2]  8xnWHvrvTfG6axb6qQs8Rg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = cb8e0fc5-21b8-4c22-a3a7-05a22480f62c scope = null
16:29:40.757 [XNIO-1 task-1]  Di3GOzg5Ra6F7D8QH6KJ5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.757 [XNIO-1 task-1]  Di3GOzg5Ra6F7D8QH6KJ5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.757 [XNIO-1 task-1]  Di3GOzg5Ra6F7D8QH6KJ5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.758 [XNIO-1 task-1]  Di3GOzg5Ra6F7D8QH6KJ5g DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:40.761 [XNIO-1 task-2]  8xnWHvrvTfG6axb6qQs8Rg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.766 [XNIO-1 task-1]  Di3GOzg5Ra6F7D8QH6KJ5g INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.771 [XNIO-1 task-1]  1XXv2qngTwSNk3CkgZV2jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.772 [XNIO-1 task-1]  1XXv2qngTwSNk3CkgZV2jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.772 [XNIO-1 task-1]  1XXv2qngTwSNk3CkgZV2jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.773 [XNIO-1 task-1]  1XXv2qngTwSNk3CkgZV2jw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = nge_SemLRPeb4Zg5KKdGTw redirectUri = http://localhost:8080/authorization
16:29:40.776 [XNIO-1 task-4]  vqVZ1CeERI-1XN7AkfEfxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.776 [XNIO-1 task-4]  vqVZ1CeERI-1XN7AkfEfxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.779 [XNIO-1 task-4]  vqVZ1CeERI-1XN7AkfEfxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.780 [XNIO-1 task-4]  vqVZ1CeERI-1XN7AkfEfxA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:40.785 [XNIO-1 task-4]  vqVZ1CeERI-1XN7AkfEfxA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.788 [XNIO-1 task-1]  1XXv2qngTwSNk3CkgZV2jw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.792 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:07459b3d-4f09-4066-8f95-db6daa41e73f
16:29:40.793 [XNIO-1 task-4]  K6DyAow2TWapoh4YW6K4Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.794 [XNIO-1 task-4]  K6DyAow2TWapoh4YW6K4Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.795 [XNIO-1 task-4]  K6DyAow2TWapoh4YW6K4Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.796 [XNIO-1 task-4]  K6DyAow2TWapoh4YW6K4Og DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", authorization)
16:29:40.802 [XNIO-1 task-4]  K6DyAow2TWapoh4YW6K4Og DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.850 [XNIO-1 task-2]  eFnHKdn4QKeZN51fLKOSzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.882 [XNIO-1 task-2]  eFnHKdn4QKeZN51fLKOSzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.882 [XNIO-1 task-4]  SzRzWdzARA6Rk_EQ1tYjzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.882 [XNIO-1 task-4]  SzRzWdzARA6Rk_EQ1tYjzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.882 [XNIO-1 task-2]  eFnHKdn4QKeZN51fLKOSzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.882 [XNIO-1 task-4]  SzRzWdzARA6Rk_EQ1tYjzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.883 [XNIO-1 task-2]  eFnHKdn4QKeZN51fLKOSzA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", "Basic OGRkNjkzZGEtMWIzNC00MmY2LTg5ZGEtOWNmODQyZGZkYzczOmpVLVFtd0t3U3JXWlJZV2JyUlVfZHc=", authorization)
16:29:40.883 [XNIO-1 task-2]  eFnHKdn4QKeZN51fLKOSzA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:40.917 [XNIO-1 task-2]  eFnHKdn4QKeZN51fLKOSzA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.923 [XNIO-1 task-2]  tXIKAVVGQ_qmAgh40_gXfg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.923 [XNIO-1 task-2]  tXIKAVVGQ_qmAgh40_gXfg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.924 [XNIO-1 task-2]  tXIKAVVGQ_qmAgh40_gXfg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.924 [XNIO-1 task-2]  tXIKAVVGQ_qmAgh40_gXfg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic Yjk2NDhlN2ItZmQ1My00Y2UwLThhYzQtOGM0ZDFlMDZhMjZlOl8ycDBaaUNHVHg2SHpqQzluMTBVOHc=", "Basic Yjk2NDhlN2ItZmQ1My00Y2UwLThhYzQtOGM0ZDFlMDZhMjZlOl8ycDBaaUNHVHg2SHpqQzluMTBVOHc=", authorization)
16:29:40.929 [XNIO-1 task-2]  tXIKAVVGQ_qmAgh40_gXfg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.931 [XNIO-1 task-4]  SzRzWdzARA6Rk_EQ1tYjzA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.960 [XNIO-1 task-2]  a40KpAe_S-yf4YVxzQsQlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.960 [XNIO-1 task-2]  a40KpAe_S-yf4YVxzQsQlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:40.961 [XNIO-1 task-2]  a40KpAe_S-yf4YVxzQsQlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:40.962 [XNIO-1 task-2]  a40KpAe_S-yf4YVxzQsQlg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZTgxYjZlOTAtNmNmNC00NzZmLTlhZjItMTVhY2Q5ODgwN2YzOmlFb2lrZi1oVEJLeFZDMTM1NEtpanc=", "Basic ZTgxYjZlOTAtNmNmNC00NzZmLTlhZjItMTVhY2Q5ODgwN2YzOmlFb2lrZi1oVEJLeFZDMTM1NEtpanc=", authorization)
16:29:40.968 [XNIO-1 task-2]  a40KpAe_S-yf4YVxzQsQlg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:40.975 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:216c1dcd-fa8e-4eff-88b7-a3e98f2b0557
16:29:40.979 [XNIO-1 task-2]  sA7mZ9q1Q4C9ieJ-EtodzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.979 [XNIO-1 task-2]  sA7mZ9q1Q4C9ieJ-EtodzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.980 [XNIO-1 task-2]  sA7mZ9q1Q4C9ieJ-EtodzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.980 [XNIO-1 task-2]  sA7mZ9q1Q4C9ieJ-EtodzQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:40.983 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:216c1dcd-fa8e-4eff-88b7-a3e98f2b0557
16:29:40.988 [XNIO-1 task-2]  sA7mZ9q1Q4C9ieJ-EtodzQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:40.995 [XNIO-1 task-2]  lG_TgL4oREyUGDx4Gm_Sfw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.995 [XNIO-1 task-2]  lG_TgL4oREyUGDx4Gm_Sfw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.996 [XNIO-1 task-2]  lG_TgL4oREyUGDx4Gm_Sfw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:40.997 [XNIO-1 task-2]  lG_TgL4oREyUGDx4Gm_Sfw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:41.002 [XNIO-1 task-2]  lG_TgL4oREyUGDx4Gm_Sfw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:41.008 [XNIO-1 task-2]  daOl9OvISjufCFq3Cm33gg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.008 [XNIO-1 task-2]  daOl9OvISjufCFq3Cm33gg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.008 [XNIO-1 task-2]  daOl9OvISjufCFq3Cm33gg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.009 [XNIO-1 task-2]  daOl9OvISjufCFq3Cm33gg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:41.014 [XNIO-1 task-2]  daOl9OvISjufCFq3Cm33gg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:41.020 [XNIO-1 task-2]  -HJFoIpVTuiRQSzuImmYeg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.020 [XNIO-1 task-2]  -HJFoIpVTuiRQSzuImmYeg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.021 [XNIO-1 task-2]  -HJFoIpVTuiRQSzuImmYeg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.021 [XNIO-1 task-2]  -HJFoIpVTuiRQSzuImmYeg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:41.027 [XNIO-1 task-2]  -HJFoIpVTuiRQSzuImmYeg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:41.032 [XNIO-1 task-2]  KfyjaGRzSyeppOTjsjV0Ow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.032 [XNIO-1 task-2]  KfyjaGRzSyeppOTjsjV0Ow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.033 [XNIO-1 task-2]  KfyjaGRzSyeppOTjsjV0Ow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:41.033 [XNIO-1 task-2]  KfyjaGRzSyeppOTjsjV0Ow DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:41.039 [XNIO-1 task-2]  KfyjaGRzSyeppOTjsjV0Ow INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:41.063 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:a91244d2
16:29:41.065 [XNIO-1 task-2]  G7v-giBxRJqo0K8k_ii20w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:41.067 [XNIO-1 task-2]  G7v-giBxRJqo0K8k_ii20w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.068 [XNIO-1 task-2]  G7v-giBxRJqo0K8k_ii20w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTc5MmY2NDktNjJlZS00YmZiLTgzNzEtYjk5MTE2MzUxNDlhOllzbmE5R0lHU2YyZGUwUjZDWFdMcFE=", "Basic OTc5MmY2NDktNjJlZS00YmZiLTgzNzEtYjk5MTE2MzUxNDlhOllzbmE5R0lHU2YyZGUwUjZDWFdMcFE=", authorization)
16:29:41.070 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:a91244d2
16:29:41.076 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:66c2c2bd
16:29:41.077 [XNIO-1 task-2]  G7v-giBxRJqo0K8k_ii20w DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:41.083 [XNIO-1 task-4]  gY5NnhbJScWgm5Qbru6JRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.084 [XNIO-1 task-4]  gY5NnhbJScWgm5Qbru6JRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:41.085 [XNIO-1 task-4]  gY5NnhbJScWgm5Qbru6JRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.086 [XNIO-1 task-4]  gY5NnhbJScWgm5Qbru6JRg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", authorization)
16:29:41.088 [XNIO-1 task-1]  ajMz1BKzSwK4Pn4r2rf2Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.088 [XNIO-1 task-1]  ajMz1BKzSwK4Pn4r2rf2Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:41.090 [XNIO-1 task-1]  ajMz1BKzSwK4Pn4r2rf2Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.091 [XNIO-1 task-1]  ajMz1BKzSwK4Pn4r2rf2Cw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZjRkN2QxY2YtNzk0NC00MmVkLWFmY2YtNzhiNDY0YTgxNjY4OkM5Y1NRVWc0UWNDM3gyMXVKODZkM0E=", "Basic ZjRkN2QxY2YtNzk0NC00MmVkLWFmY2YtNzhiNDY0YTgxNjY4OkM5Y1NRVWc0UWNDM3gyMXVKODZkM0E=", authorization)
16:29:41.099 [XNIO-1 task-2]  lHaHyOvlRsqhHU47uUitaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.099 [XNIO-1 task-2]  lHaHyOvlRsqhHU47uUitaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:41.100 [XNIO-1 task-2]  lHaHyOvlRsqhHU47uUitaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:41.100 [XNIO-1 task-2]  lHaHyOvlRsqhHU47uUitaQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YzRiZWYwZDctMjFmNS00YjZhLWI3NmItNDUwZmJhZDZhYzdjOmU0MTUzMGdLUi1lclFwZUFpYlJxTXc=", "Basic YzRiZWYwZDctMjFmNS00YjZhLWI3NmItNDUwZmJhZDZhYzdjOmU0MTUzMGdLUi1lclFwZUFpYlJxTXc=", authorization)
16:29:41.103 [XNIO-1 task-1]  ajMz1BKzSwK4Pn4r2rf2Cw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:41.104 [XNIO-1 task-1]  ajMz1BKzSwK4Pn4r2rf2Cw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
