07:00:39.862 [XNIO-1 task-1]  IVjgpRcpS0uPIqi1rvEOyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b2d764de", "b2d764de", serviceId)
07:00:40.979 [XNIO-1 task-1]  j8ZWzo40QyiSrwjZVCgnUw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"a6337b48","serviceName":"49d788c7-6849-4c15-9f42-88b36757","serviceDesc":"8b6c7e42-c13e-4184-b17d-c48710c2e506","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:40.979 [XNIO-1 task-1]  j8ZWzo40QyiSrwjZVCgnUw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a6337b48","serviceName":"49d788c7-6849-4c15-9f42-88b36757","serviceDesc":"8b6c7e42-c13e-4184-b17d-c48710c2e506","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a6337b48","serviceName":"49d788c7-6849-4c15-9f42-88b36757","serviceDesc":"8b6c7e42-c13e-4184-b17d-c48710c2e506","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:40.980 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:a6337b48
07:00:40.994 [XNIO-1 task-1]  vSXCAi0FRd6bKTydF2d65A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:40.995 [XNIO-1 task-1]  vSXCAi0FRd6bKTydF2d65A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:40.995 [XNIO-1 task-1]  vSXCAi0FRd6bKTydF2d65A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.012 [XNIO-1 task-1]  YXJv1cNbTZewyT4JAi_lDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a6337b48
07:00:41.012 [XNIO-1 task-1]  YXJv1cNbTZewyT4JAi_lDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.012 [XNIO-1 task-1]  YXJv1cNbTZewyT4JAi_lDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:41.012 [XNIO-1 task-1]  YXJv1cNbTZewyT4JAi_lDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a6337b48
07:00:41.016 [XNIO-1 task-1]  Cx_xk986Rm2kfha0DON1Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/1f6f9161, base path is set to: null
07:00:41.016 [XNIO-1 task-1]  Cx_xk986Rm2kfha0DON1Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:41.016 [XNIO-1 task-1]  Cx_xk986Rm2kfha0DON1Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:41.016 [XNIO-1 task-1]  Cx_xk986Rm2kfha0DON1Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/1f6f9161, base path is set to: null
07:00:41.017 [XNIO-1 task-1]  Cx_xk986Rm2kfha0DON1Jg DEBUG com.networknt.schema.TypeValidator debug - validate( "1f6f9161", "1f6f9161", serviceId)
07:00:41.032 [XNIO-1 task-1]  w7L7TjlaQwquuLH-ShKCAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.032 [XNIO-1 task-1]  w7L7TjlaQwquuLH-ShKCAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.033 [XNIO-1 task-1]  w7L7TjlaQwquuLH-ShKCAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.108 [XNIO-1 task-1]  0SEZYRITR5OOFRzo-r2mIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/9bbaf2b9
07:00:41.108 [XNIO-1 task-1]  0SEZYRITR5OOFRzo-r2mIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.108 [XNIO-1 task-1]  0SEZYRITR5OOFRzo-r2mIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:41.108 [XNIO-1 task-1]  0SEZYRITR5OOFRzo-r2mIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/9bbaf2b9
07:00:41.122 [XNIO-1 task-1]  3uHf4CbqTF2Q5vpAVbj-Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a6337b48, base path is set to: null
07:00:41.122 [XNIO-1 task-1]  3uHf4CbqTF2Q5vpAVbj-Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:41.122 [XNIO-1 task-1]  3uHf4CbqTF2Q5vpAVbj-Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:41.122 [XNIO-1 task-1]  3uHf4CbqTF2Q5vpAVbj-Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a6337b48, base path is set to: null
07:00:41.123 [XNIO-1 task-1]  3uHf4CbqTF2Q5vpAVbj-Gg DEBUG com.networknt.schema.TypeValidator debug - validate( "a6337b48", "a6337b48", serviceId)
07:00:41.144 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:a6337b48
07:00:41.158 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.159 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.159 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.160 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.160 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:41.160 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "e9880fc7-c048-4082-aa13-cfb4b4338e80", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:41.160 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "06e1bb6b", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:41.160 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:41.160 [XNIO-1 task-1]  kR66lm_jSDumQS6m8KXwDQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.200 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.200 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.201 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.202 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.202 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:41.202 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG com.networknt.schema.TypeValidator debug - validate( "e9880fc7-c048-4082-aa13-cfb4b4338e80", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:41.202 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG com.networknt.schema.TypeValidator debug - validate( "06e1bb6b", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:41.202 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:41.202 [XNIO-1 task-1]  gs56KunXQeWv-QFa5n1pyA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.215 [XNIO-1 task-1]  6Yu985koQTaQg5cLvI_OkA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:41.216 [XNIO-1 task-1]  6Yu985koQTaQg5cLvI_OkA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:41.217 [XNIO-1 task-1]  6Yu985koQTaQg5cLvI_OkA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:41.249 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:41.249 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:41.250 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:41.250 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.251 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.251 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:41.251 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:41.251 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG com.networknt.schema.TypeValidator debug - validate( "4ecc8bac-330e-45f2-9b81-456489a1", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:41.251 [XNIO-1 task-1]  g7NLKR9QR3ub_beJvxEHVg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.297 [XNIO-1 task-1]  Px4VYBpNRyKz_ymx-ZMGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0a871bd0, base path is set to: null
07:00:41.298 [XNIO-1 task-1]  Px4VYBpNRyKz_ymx-ZMGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:41.298 [XNIO-1 task-1]  Px4VYBpNRyKz_ymx-ZMGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:41.298 [XNIO-1 task-1]  Px4VYBpNRyKz_ymx-ZMGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0a871bd0, base path is set to: null
07:00:41.298 [XNIO-1 task-1]  Px4VYBpNRyKz_ymx-ZMGFw DEBUG com.networknt.schema.TypeValidator debug - validate( "0a871bd0", "0a871bd0", serviceId)
07:00:41.307 [XNIO-1 task-1]  eu9zh1_1RPWLZvnQ-GmCjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.307 [XNIO-1 task-1]  eu9zh1_1RPWLZvnQ-GmCjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.307 [XNIO-1 task-1]  eu9zh1_1RPWLZvnQ-GmCjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.309 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:752c8796
07:00:41.323 [XNIO-1 task-1]  sqTyKxtjRTW3QfIULP3nCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/06e1bb6b, base path is set to: null
07:00:41.324 [XNIO-1 task-1]  sqTyKxtjRTW3QfIULP3nCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:41.324 [XNIO-1 task-1]  sqTyKxtjRTW3QfIULP3nCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:41.324 [XNIO-1 task-1]  sqTyKxtjRTW3QfIULP3nCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/06e1bb6b, base path is set to: null
07:00:41.325 [XNIO-1 task-1]  sqTyKxtjRTW3QfIULP3nCQ DEBUG com.networknt.schema.TypeValidator debug - validate( "06e1bb6b", "06e1bb6b", serviceId)
07:00:41.340 [XNIO-1 task-1]  uzEyds5HSdGzdrevaluC1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/752c8796
07:00:41.340 [XNIO-1 task-1]  uzEyds5HSdGzdrevaluC1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.340 [XNIO-1 task-1]  uzEyds5HSdGzdrevaluC1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:41.340 [XNIO-1 task-1]  uzEyds5HSdGzdrevaluC1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/752c8796
07:00:41.341 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:752c8796
07:00:41.349 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:b5587675
07:00:41.358 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.358 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.358 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.359 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.359 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:41.359 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG com.networknt.schema.TypeValidator debug - validate( "54bace29-fba7-4bc7-a20d-f0fee86b1c18", {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:41.359 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG com.networknt.schema.TypeValidator debug - validate( "0a871bd0", {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:41.359 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:41.359 [XNIO-1 task-1]  4-v9cZw9QF6pROybOMWC5A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0a871bd0","serviceName":"7724cb59-6603-438e-8043-c55990c1","serviceDesc":"54bace29-fba7-4bc7-a20d-f0fee86b1c18","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.402 [XNIO-1 task-1]  baPpWGEmRwuieF-knT860w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.402 [XNIO-1 task-1]  baPpWGEmRwuieF-knT860w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.402 [XNIO-1 task-1]  baPpWGEmRwuieF-knT860w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.402 [XNIO-1 task-1]  baPpWGEmRwuieF-knT860w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:41.462 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.462 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.462 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:41.463 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:41.463 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:41.463 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG com.networknt.schema.TypeValidator debug - validate( "e9880fc7-c048-4082-aa13-cfb4b4338e80", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:41.463 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG com.networknt.schema.TypeValidator debug - validate( "06e1bb6b", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:41.464 [XNIO-1 task-1]  o8l0PKQ2R_ut87RCnuJY9Q DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"06e1bb6b","serviceName":"4ecc8bac-330e-45f2-9b81-456489a1","serviceDesc":"e9880fc7-c048-4082-aa13-cfb4b4338e80","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
