16:40:09.861 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7134a462
16:40:10.139 [XNIO-1 task-1]  GWyGQnF6QWWhJH-pxI7m6w DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, requestBody)
16:40:10.139 [XNIO-1 task-1]  GWyGQnF6QWWhJH-pxI7m6w DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, requestBody)
16:40:10.139 [XNIO-1 task-1]  GWyGQnF6QWWhJH-pxI7m6w DEBUG com.networknt.schema.FormatValidator debug - validate( "07a5f0fa-3a73-4f7e-bda9-a1891a945248", {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, requestBody.newPasswordConfirm)
16:40:10.139 [XNIO-1 task-1]  GWyGQnF6QWWhJH-pxI7m6w DEBUG com.networknt.schema.FormatValidator debug - validate( "b1bf4bb6-6afc-4bde-a9a9-6c036f852af4", {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, requestBody.password)
16:40:10.139 [XNIO-1 task-1]  GWyGQnF6QWWhJH-pxI7m6w DEBUG com.networknt.schema.FormatValidator debug - validate( "07a5f0fa-3a73-4f7e-bda9-a1891a945248", {"password":"b1bf4bb6-6afc-4bde-a9a9-6c036f852af4","newPassword":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPasswordConfirm":"07a5f0fa-3a73-4f7e-bda9-a1891a945248"}, requestBody.newPassword)
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/f13be79c
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/f13be79c
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, requestBody)
16:40:10.158 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, requestBody)
16:40:10.159 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG com.networknt.schema.FormatValidator debug - validate( "ba33e595-b35e-4390-b39c-41dddb9ae48e", {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, requestBody.newPasswordConfirm)
16:40:10.159 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG com.networknt.schema.FormatValidator debug - validate( "07a5f0fa-3a73-4f7e-bda9-a1891a945248", {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, requestBody.password)
16:40:10.159 [XNIO-1 task-1]  pESWmNKHRPW59MDQHOUAmQ DEBUG com.networknt.schema.FormatValidator debug - validate( "ba33e595-b35e-4390-b39c-41dddb9ae48e", {"password":"07a5f0fa-3a73-4f7e-bda9-a1891a945248","newPassword":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPasswordConfirm":"ba33e595-b35e-4390-b39c-41dddb9ae48e"}, requestBody.newPassword)
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/4c1ff57b
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/4c1ff57b
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, requestBody)
16:40:10.175 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, requestBody)
16:40:10.176 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG com.networknt.schema.FormatValidator debug - validate( "a85b67f9-c8b4-4ec0-897e-bbd372cd5811", {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, requestBody.newPasswordConfirm)
16:40:10.176 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG com.networknt.schema.FormatValidator debug - validate( "c9e8dcc1-bcff-4546-a072-a58ce0c95271", {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, requestBody.password)
16:40:10.176 [XNIO-1 task-1]  xAKILFc2QWq91sN9PiB7iw DEBUG com.networknt.schema.FormatValidator debug - validate( "a85b67f9-c8b4-4ec0-897e-bbd372cd5811", {"password":"c9e8dcc1-bcff-4546-a072-a58ce0c95271","newPassword":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPasswordConfirm":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811"}, requestBody.newPassword)
16:40:10.196 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/4c1ff57b
16:40:10.196 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.196 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:10.196 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:10.197 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/4c1ff57b
16:40:10.197 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, requestBody)
16:40:10.197 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, requestBody)
16:40:10.197 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG com.networknt.schema.FormatValidator debug - validate( "4b99d2b7-62ed-468b-9c24-b96a3cacc6db", {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, requestBody.newPasswordConfirm)
16:40:10.197 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG com.networknt.schema.FormatValidator debug - validate( "a85b67f9-c8b4-4ec0-897e-bbd372cd5811", {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, requestBody.password)
16:40:10.197 [XNIO-1 task-1]  q_s-oAD7QTamgAEQqTcWyw DEBUG com.networknt.schema.FormatValidator debug - validate( "4b99d2b7-62ed-468b-9c24-b96a3cacc6db", {"password":"a85b67f9-c8b4-4ec0-897e-bbd372cd5811","newPassword":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPasswordConfirm":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db"}, requestBody.newPassword)
16:40:10.214 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:c066207e-0b71-44f6-b410-4b22e9e86342
16:40:10.214 [XNIO-1 task-1]  CwylX2AMQROBXhbDZ3C9jw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:10.214 [XNIO-1 task-1]  CwylX2AMQROBXhbDZ3C9jw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:10.215 [XNIO-1 task-1]  CwylX2AMQROBXhbDZ3C9jw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/4c1ff57b, base path is set to: null
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/4c1ff57b, base path is set to: null
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG com.networknt.schema.TypeValidator debug - validate( "4c1ff57b", "4c1ff57b", userId)
16:40:10.224 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPassword":"d21896e1-2979-4048-bd4a-fe29fa4e181e","newPasswordConfirm":"d21896e1-2979-4048-bd4a-fe29fa4e181e"}, {"password":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPassword":"d21896e1-2979-4048-bd4a-fe29fa4e181e","newPasswordConfirm":"d21896e1-2979-4048-bd4a-fe29fa4e181e"}, requestBody)
16:40:10.225 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG com.networknt.schema.TypeValidator debug - validate( "d21896e1-2979-4048-bd4a-fe29fa4e181e", {"password":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPassword":"d21896e1-2979-4048-bd4a-fe29fa4e181e","newPasswordConfirm":"d21896e1-2979-4048-bd4a-fe29fa4e181e"}, requestBody.newPasswordConfirm)
16:40:10.225 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG com.networknt.schema.TypeValidator debug - validate( "4b99d2b7-62ed-468b-9c24-b96a3cacc6db", {"password":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPassword":"d21896e1-2979-4048-bd4a-fe29fa4e181e","newPasswordConfirm":"d21896e1-2979-4048-bd4a-fe29fa4e181e"}, requestBody.password)
16:40:10.225 [XNIO-1 task-1]  -sQsinZyT9-pX6XwuOsPPA DEBUG com.networknt.schema.TypeValidator debug - validate( "d21896e1-2979-4048-bd4a-fe29fa4e181e", {"password":"4b99d2b7-62ed-468b-9c24-b96a3cacc6db","newPassword":"d21896e1-2979-4048-bd4a-fe29fa4e181e","newPasswordConfirm":"d21896e1-2979-4048-bd4a-fe29fa4e181e"}, requestBody.newPassword)
16:40:10.229 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:79c91724-77a2-4361-ac33-fc8c68cc09f3
16:40:10.230 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:79c91724-77a2-4361-ac33-fc8c68cc09f3
16:40:10.244 [XNIO-1 task-1]  AtrVKYqSRk6Z58J5bQLCVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4c1ff57b, base path is set to: null
16:40:10.245 [XNIO-1 task-1]  AtrVKYqSRk6Z58J5bQLCVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:10.245 [XNIO-1 task-1]  AtrVKYqSRk6Z58J5bQLCVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:10.245 [XNIO-1 task-1]  AtrVKYqSRk6Z58J5bQLCVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4c1ff57b, base path is set to: null
16:40:10.245 [XNIO-1 task-1]  AtrVKYqSRk6Z58J5bQLCVg DEBUG com.networknt.schema.TypeValidator debug - validate( "4c1ff57b", "4c1ff57b", userId)
16:40:10.255 [XNIO-1 task-1]  tEK7JRXBRZezaveyKjJ6-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.255 [XNIO-1 task-1]  tEK7JRXBRZezaveyKjJ6-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.255 [XNIO-1 task-1]  tEK7JRXBRZezaveyKjJ6-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.273 [XNIO-1 task-1]  9GosJVbFRXKdaivl4HZoLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.273 [XNIO-1 task-1]  9GosJVbFRXKdaivl4HZoLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.273 [XNIO-1 task-1]  9GosJVbFRXKdaivl4HZoLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.273 [XNIO-1 task-1]  9GosJVbFRXKdaivl4HZoLw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:10.298 [XNIO-1 task-1]  mdHxpWmHR7W0W4cFrtqIxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/898d0a35
16:40:10.298 [XNIO-1 task-1]  mdHxpWmHR7W0W4cFrtqIxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.298 [XNIO-1 task-1]  mdHxpWmHR7W0W4cFrtqIxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:10.298 [XNIO-1 task-1]  mdHxpWmHR7W0W4cFrtqIxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/898d0a35
16:40:10.306 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/f13be79c, base path is set to: null
16:40:10.307 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:10.307 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:10.307 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:10.307 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/f13be79c, base path is set to: null
16:40:10.308 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG com.networknt.schema.TypeValidator debug - validate( "f13be79c", "f13be79c", userId)
16:40:10.308 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPassword":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPasswordConfirm":"5e374294-7dc6-4213-aabd-fa3ef2e71525"}, {"password":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPassword":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPasswordConfirm":"5e374294-7dc6-4213-aabd-fa3ef2e71525"}, requestBody)
16:40:10.308 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG com.networknt.schema.TypeValidator debug - validate( "5e374294-7dc6-4213-aabd-fa3ef2e71525", {"password":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPassword":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPasswordConfirm":"5e374294-7dc6-4213-aabd-fa3ef2e71525"}, requestBody.newPasswordConfirm)
16:40:10.308 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG com.networknt.schema.TypeValidator debug - validate( "ba33e595-b35e-4390-b39c-41dddb9ae48e", {"password":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPassword":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPasswordConfirm":"5e374294-7dc6-4213-aabd-fa3ef2e71525"}, requestBody.password)
16:40:10.308 [XNIO-1 task-1]  C_pT3kXkQL68CBicd_ajZg DEBUG com.networknt.schema.TypeValidator debug - validate( "5e374294-7dc6-4213-aabd-fa3ef2e71525", {"password":"ba33e595-b35e-4390-b39c-41dddb9ae48e","newPassword":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPasswordConfirm":"5e374294-7dc6-4213-aabd-fa3ef2e71525"}, requestBody.newPassword)
16:40:10.310 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:79c91724-77a2-4361-ac33-fc8c68cc09f3
16:40:10.325 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/f13be79c
16:40:10.325 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.325 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:10.325 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:10.326 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/f13be79c
16:40:10.326 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, requestBody)
16:40:10.326 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, requestBody)
16:40:10.326 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG com.networknt.schema.FormatValidator debug - validate( "3c011cd1-4db2-48b0-b231-12b1b307c8aa", {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, requestBody.newPasswordConfirm)
16:40:10.326 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG com.networknt.schema.FormatValidator debug - validate( "5e374294-7dc6-4213-aabd-fa3ef2e71525", {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, requestBody.password)
16:40:10.326 [XNIO-1 task-1]  j6_OVMqAT-GFUni-4FgzpA DEBUG com.networknt.schema.FormatValidator debug - validate( "3c011cd1-4db2-48b0-b231-12b1b307c8aa", {"password":"5e374294-7dc6-4213-aabd-fa3ef2e71525","newPassword":"3c011cd1-4db2-48b0-b231-12b1b307c8aa","newPasswordConfirm":"3c011cd1-4db2-48b0-b231-12b1b307c8aa"}, requestBody.newPassword)
16:40:10.329 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:7134a462
16:40:10.349 [XNIO-1 task-1]  RZBPUfK9RwOT77ogflKFXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.349 [XNIO-1 task-1]  RZBPUfK9RwOT77ogflKFXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.349 [XNIO-1 task-1]  RZBPUfK9RwOT77ogflKFXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.362 [XNIO-1 task-1]  FA6-a8oZQtKpZKLDzeQHGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.362 [XNIO-1 task-1]  FA6-a8oZQtKpZKLDzeQHGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.362 [XNIO-1 task-1]  FA6-a8oZQtKpZKLDzeQHGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.372 [XNIO-1 task-1]  3kCVTdkORXaePv7m-Jjo1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.372 [XNIO-1 task-1]  3kCVTdkORXaePv7m-Jjo1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.372 [XNIO-1 task-1]  3kCVTdkORXaePv7m-Jjo1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.390 [XNIO-1 task-1]  LMcAz0zDQumYEaF0JkutZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/f13be79c
16:40:10.390 [XNIO-1 task-1]  LMcAz0zDQumYEaF0JkutZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:10.390 [XNIO-1 task-1]  LMcAz0zDQumYEaF0JkutZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:10.390 [XNIO-1 task-1]  LMcAz0zDQumYEaF0JkutZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
