20:00:39.952 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG com.zaxxer.hikari.pool.HikariPool checkFailFast - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@fe063ff
20:00:40.799 [XNIO-1 task-2]  KDkuSSAbRS-uv7-QZdHA3w DEBUG com.networknt.schema.TypeValidator debug - validate( "74f95b9e-4e9c-487e-96f9-f4d7c815", {"serviceType":"swagger","serviceId":"cadb4bac","serviceName":"74f95b9e-4e9c-487e-96f9-f4d7c815","serviceDesc":"26761511-499d-4d81-b2c2-5f1ad30d9063","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:40.799 [XNIO-1 task-2]  KDkuSSAbRS-uv7-QZdHA3w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"cadb4bac","serviceName":"74f95b9e-4e9c-487e-96f9-f4d7c815","serviceDesc":"26761511-499d-4d81-b2c2-5f1ad30d9063","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cadb4bac","serviceName":"74f95b9e-4e9c-487e-96f9-f4d7c815","serviceDesc":"26761511-499d-4d81-b2c2-5f1ad30d9063","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:40.839 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:139f3593-c06f-4fd3-8469-573f83f1758e
20:00:40.839 [XNIO-1 task-2]  m6g6Y1LYRbabfr6AR85DJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:40.839 [XNIO-1 task-2]  m6g6Y1LYRbabfr6AR85DJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:40.840 [XNIO-1 task-2]  m6g6Y1LYRbabfr6AR85DJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:40.841 [XNIO-1 task-2]  m6g6Y1LYRbabfr6AR85DJQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:40.897 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:40.897 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:40.898 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:40.898 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:40.899 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:40.899 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:40.899 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:40.899 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG com.networknt.schema.TypeValidator debug - validate( "e5ce09ee-a13c-4357-b0bc-1198a160", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:40.899 [XNIO-1 task-2]  sPVpLZtKQQeTTyUPZdCyMw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:40.928 [XNIO-1 task-2]  Euvl3hNYQQeW8EPlXlQigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/cadb4bac, base path is set to: null
20:00:40.928 [XNIO-1 task-2]  Euvl3hNYQQeW8EPlXlQigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:40.928 [XNIO-1 task-2]  Euvl3hNYQQeW8EPlXlQigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:40.929 [XNIO-1 task-2]  Euvl3hNYQQeW8EPlXlQigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/cadb4bac, base path is set to: null
20:00:40.930 [XNIO-1 task-2]  Euvl3hNYQQeW8EPlXlQigQ DEBUG com.networknt.schema.TypeValidator debug - validate( "cadb4bac", "cadb4bac", serviceId)
20:00:40.945 [XNIO-1 task-2]  5dPNx-VgTPCheLCWyiN6NA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fb30e5e7
20:00:40.945 [XNIO-1 task-2]  5dPNx-VgTPCheLCWyiN6NA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:40.946 [XNIO-1 task-2]  5dPNx-VgTPCheLCWyiN6NA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:40.946 [XNIO-1 task-2]  5dPNx-VgTPCheLCWyiN6NA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fb30e5e7
20:00:40.954 [XNIO-1 task-2]  Lix1qEIvQMKm0_5cEDix6A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fb30e5e7, base path is set to: null
20:00:40.954 [XNIO-1 task-2]  Lix1qEIvQMKm0_5cEDix6A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:40.954 [XNIO-1 task-2]  Lix1qEIvQMKm0_5cEDix6A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:40.954 [XNIO-1 task-2]  Lix1qEIvQMKm0_5cEDix6A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fb30e5e7, base path is set to: null
20:00:40.955 [XNIO-1 task-2]  Lix1qEIvQMKm0_5cEDix6A DEBUG com.networknt.schema.TypeValidator debug - validate( "fb30e5e7", "fb30e5e7", serviceId)
20:00:40.961 [XNIO-1 task-2]  qBLCJJuZQnmsOtm-8FAyjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fb30e5e7, base path is set to: null
20:00:40.962 [XNIO-1 task-2]  qBLCJJuZQnmsOtm-8FAyjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:40.962 [XNIO-1 task-2]  qBLCJJuZQnmsOtm-8FAyjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:40.962 [XNIO-1 task-2]  qBLCJJuZQnmsOtm-8FAyjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fb30e5e7, base path is set to: null
20:00:40.963 [XNIO-1 task-2]  qBLCJJuZQnmsOtm-8FAyjw DEBUG com.networknt.schema.TypeValidator debug - validate( "fb30e5e7", "fb30e5e7", serviceId)
20:00:40.968 [XNIO-1 task-2]  dnLSC6HVSt-wGLwEbxXdUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:40.968 [XNIO-1 task-2]  dnLSC6HVSt-wGLwEbxXdUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:40.968 [XNIO-1 task-2]  dnLSC6HVSt-wGLwEbxXdUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:40.969 [XNIO-1 task-2]  dnLSC6HVSt-wGLwEbxXdUQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
20:00:41.036 [XNIO-1 task-2]  yggg-cEAQyCuWIYuR-QugQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.036 [XNIO-1 task-2]  yggg-cEAQyCuWIYuR-QugQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.037 [XNIO-1 task-2]  yggg-cEAQyCuWIYuR-QugQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.066 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.066 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.067 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.068 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:41.068 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:41.069 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "f9e5948b-6ea9-4365-874e-80312c0341c1", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:41.070 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "fb30e5e7", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
20:00:41.070 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:41.070 [XNIO-1 task-2]  Wzj55KlESfGCULfMM0utDQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:41.085 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.085 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.086 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.087 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:41.087 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:41.087 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG com.networknt.schema.TypeValidator debug - validate( "f9e5948b-6ea9-4365-874e-80312c0341c1", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:41.087 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG com.networknt.schema.TypeValidator debug - validate( "fb30e5e7", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
20:00:41.087 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:41.087 [XNIO-1 task-2]  m6acj028S9m63w1zl43o2g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fb30e5e7","serviceName":"e5ce09ee-a13c-4357-b0bc-1198a160","serviceDesc":"f9e5948b-6ea9-4365-874e-80312c0341c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:41.099 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.099 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.100 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.101 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:41.101 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:41.101 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG com.networknt.schema.TypeValidator debug - validate( "660b5e69-91cf-4cbf-8494-5098ddfd7165", {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:41.101 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG com.networknt.schema.TypeValidator debug - validate( "0a27b088", {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
20:00:41.101 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:41.101 [XNIO-1 task-2]  bM73YevLRRKCMGZJyjhscw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:41.113 [XNIO-1 task-2]  lDk43wSQS7OA0plx8flmgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fb30e5e7
20:00:41.113 [XNIO-1 task-2]  lDk43wSQS7OA0plx8flmgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.113 [XNIO-1 task-2]  lDk43wSQS7OA0plx8flmgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:41.113 [XNIO-1 task-2]  lDk43wSQS7OA0plx8flmgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fb30e5e7
20:00:41.127 [XNIO-1 task-2]  9SUjgkJqTWyZ73K8MGNOVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.128 [XNIO-1 task-2]  9SUjgkJqTWyZ73K8MGNOVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:41.128 [XNIO-1 task-2]  9SUjgkJqTWyZ73K8MGNOVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.139 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:7b41b179-365b-454a-bc1e-9d313e216dc6
20:00:41.142 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:7b41b179-365b-454a-bc1e-9d313e216dc6
20:00:41.143 [XNIO-1 task-2]  pdQhjD6ST4GFrVvVVDlOpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.143 [XNIO-1 task-2]  pdQhjD6ST4GFrVvVVDlOpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.144 [XNIO-1 task-2]  pdQhjD6ST4GFrVvVVDlOpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.145 [XNIO-1 task-2]  pdQhjD6ST4GFrVvVVDlOpA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
20:00:41.166 [XNIO-1 task-2]  fcF_xhvbQt-sliD_JY_AVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.167 [XNIO-1 task-2]  fcF_xhvbQt-sliD_JY_AVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.167 [XNIO-1 task-2]  fcF_xhvbQt-sliD_JY_AVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.178 [XNIO-1 task-2]  vbDbJSBCTWq_1L_GmD0YtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7ce167de
20:00:41.178 [XNIO-1 task-2]  vbDbJSBCTWq_1L_GmD0YtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:41.178 [XNIO-1 task-2]  vbDbJSBCTWq_1L_GmD0YtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:41.178 [XNIO-1 task-2]  vbDbJSBCTWq_1L_GmD0YtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7ce167de
20:00:41.183 [XNIO-1 task-2]  Vti2xgwhQZ6pd0JY7dIrQA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.183 [XNIO-1 task-2]  Vti2xgwhQZ6pd0JY7dIrQA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:41.183 [XNIO-1 task-2]  Vti2xgwhQZ6pd0JY7dIrQA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.232 [XNIO-1 task-2]  LNuQvk7MR6ie1d_nv4vtnA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.233 [XNIO-1 task-2]  LNuQvk7MR6ie1d_nv4vtnA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:41.233 [XNIO-1 task-2]  LNuQvk7MR6ie1d_nv4vtnA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.233 [XNIO-1 task-2]  LNuQvk7MR6ie1d_nv4vtnA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:41.256 [XNIO-1 task-2]  tKFKStixTBuyGJcPePIK9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.256 [XNIO-1 task-2]  tKFKStixTBuyGJcPePIK9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:41.256 [XNIO-1 task-2]  tKFKStixTBuyGJcPePIK9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:41.257 [XNIO-1 task-2]  tKFKStixTBuyGJcPePIK9w DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0a27b088","serviceName":"6816b4a1-ce81-4cd3-8cc6-69067719","serviceDesc":"660b5e69-91cf-4cbf-8494-5098ddfd7165","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
