09:00:41.004 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:815aa1f2
09:00:41.548 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.548 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.548 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG com.networknt.schema.TypeValidator debug - validate( "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", client_id)
09:00:41.549 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.550 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:41.550 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:41.550 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:41.552 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:41.566 [XNIO-1 task-1]  JpEOrNi7RL6l4qOW3Br36Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.566 [XNIO-1 task-1]  JpEOrNi7RL6l4qOW3Br36Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.567 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.567 [XNIO-1 task-2]  WJ6X_O4IQjCUnEUeNtAVww DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.573 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.573 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.573 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.574 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG com.networknt.schema.TypeValidator debug - validate( "ew_YQYZC3QxnhKNCQw4ez3vFSj2z0cBeRtoqgE--Ii0", "ew_YQYZC3QxnhKNCQw4ez3vFSj2z0cBeRtoqgE--Ii0", code_challenge)
09:00:41.574 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:41.575 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.575 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:41.578 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:41.578 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:41.578 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:41.581 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.581 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.582 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.582 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG com.networknt.schema.TypeValidator debug - validate( "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", client_id)
09:00:41.583 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.583 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:41.583 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:41.584 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:41.584 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:41.588 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.588 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.592 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.592 [XNIO-1 task-2]  tSU8EzC1THSWEkCy-eC78Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.599 [XNIO-1 task-1]  4pJzFO_7RcmWgcuy2uD-gw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=p7fanO1gRy-HHoRMct8gDw
09:00:41.654 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:41.654 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:41.654 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:41.655 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "bfc60134-fb55-4945-9780-5f603a2668fb", "bfc60134-fb55-4945-9780-5f603a2668fb", client_id)
09:00:41.656 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:41.656 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:41.656 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:41.657 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:41.657 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:41.659 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.659 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.659 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.659 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG com.networknt.schema.TypeValidator debug - validate( "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", client_id)
09:00:41.660 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.660 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:41.661 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:41.661 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:41.663 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:41.669 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.669 [XNIO-1 task-1]  kXzi65v9SXOpLepTVA3B2Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.675 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:41.675 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:41.678 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.678 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.678 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.679 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG com.networknt.schema.TypeValidator debug - validate( "5vVeDTUye5ouEYv0vKD03aPCxCQTh2YRchwVY51Sblo", "5vVeDTUye5ouEYv0vKD03aPCxCQTh2YRchwVY51Sblo", code_challenge)
09:00:41.680 [XNIO-1 task-2]  IHhn_P6ETsmr9sAxZFlHnw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=U6dzEPCkQda2gt7q0ZZvvA
09:00:41.682 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:41.683 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:41.684 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:41.684 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:41.684 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:41.685 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.685 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.686 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.686 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG com.networknt.schema.TypeValidator debug - validate( "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", client_id)
09:00:41.687 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.687 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:41.688 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:41.688 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:41.688 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:41.691 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.692 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.698 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:41.698 [XNIO-1 task-2]  LhZxc1YsRzSX550wxJhKIg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:41.749 [XNIO-1 task-1]  WGnf0xy1TaK9Y2ZDSyzKSg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=tp8tawKbREmHKZ2CNTHaXg
09:00:41.773 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:5f5d884e-b962-425f-bb1c-494313cc8c3b
09:00:41.804 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.804 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.804 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.805 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG com.networknt.schema.TypeValidator debug - validate( "pS0FXFBqdMRtBgbbtgIf37wa6o3v34Fy5T_S6-MQpvg", "pS0FXFBqdMRtBgbbtgIf37wa6o3v34Fy5T_S6-MQpvg", code_challenge)
09:00:41.805 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:41.806 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.812 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.812 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:41.813 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:41.813 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG com.networknt.schema.TypeValidator debug - validate( "1dfdc7b3-fd7b-4ab0-93bd-712d34181ab9", "1dfdc7b3-fd7b-4ab0-93bd-712d34181ab9", client_id)
09:00:41.814 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:41.814 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:41.814 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:41.815 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:41.815 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:41.816 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:41.816 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:41.816 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:41.824 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:41.825 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:41.827 [XNIO-1 task-1]  CfXSmMiMQ8qgpcD3fDqG4A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=SAV1Ny81SHKXmWOvh8ZXXA
09:00:41.850 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:41.850 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:41.851 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:c2266f5f-880e-4d86-b455-70e2ce22b2dd
09:00:41.853 [XNIO-1 task-2]  YXVzcBjSQWuPDloN_SZ02Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=9u1-x1NxSdefY9ph3UAC6Q
09:00:41.873 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:41.873 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:41.874 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:41.874 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "bfc60134-fb55-4945-9780-5f603a2668fb", "bfc60134-fb55-4945-9780-5f603a2668fb", client_id)
09:00:41.875 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:41.875 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:41.876 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:41.876 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:41.876 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:41.885 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:41.885 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:41.898 [XNIO-1 task-2]  JLux3bOJSTqTgs7ytCgz7Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=06QgIb6rT-qthkN0JDL0oA
09:00:41.979 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:4fc69d21-5ddd-4d55-9e53-08ee1e986366
09:00:41.979 [XNIO-1 task-2]  fax8VXsXQd-TLM34y3BypA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
