16:40:50.940 [XNIO-1 task-2]  w36eAxhJTze5C9rp4bvKvA DEBUG com.networknt.schema.TypeValidator debug - validate( "e65c6856", "e65c6856", serviceId)
16:40:51.108 [XNIO-1 task-2]  usV8C-bYSSC1hYo1B1kidg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.115 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.115 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.115 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.115 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.116 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.116 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.116 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:51.116 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG com.networknt.schema.TypeValidator debug - validate( "e2f6f8f2-1c7e-4401-8cc3-a727626a", {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:51.116 [XNIO-1 task-2]  j_MMPBeISyGFfcAMEAkNRw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.117 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:a527a24e-41da-444e-a2b4-0f0590819576
16:40:51.121 [XNIO-1 task-2]  A4ChWAspS1mMbydFCYHhjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.121 [XNIO-1 task-2]  A4ChWAspS1mMbydFCYHhjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.121 [XNIO-1 task-2]  A4ChWAspS1mMbydFCYHhjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.121 [XNIO-1 task-2]  A4ChWAspS1mMbydFCYHhjQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:51.129 [XNIO-1 task-2]  KWC4Z_LNQFG09y488hrrJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.129 [XNIO-1 task-2]  KWC4Z_LNQFG09y488hrrJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.129 [XNIO-1 task-2]  KWC4Z_LNQFG09y488hrrJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.136 [XNIO-1 task-2]  MY2rKGSRS8OX5vsrfVJyxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/caee5d9a
16:40:51.136 [XNIO-1 task-2]  MY2rKGSRS8OX5vsrfVJyxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.136 [XNIO-1 task-2]  MY2rKGSRS8OX5vsrfVJyxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:51.136 [XNIO-1 task-2]  MY2rKGSRS8OX5vsrfVJyxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/caee5d9a
16:40:51.143 [XNIO-1 task-2]  0Tw9RRC9RdSkKyp06f7lOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.143 [XNIO-1 task-2]  0Tw9RRC9RdSkKyp06f7lOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.143 [XNIO-1 task-2]  0Tw9RRC9RdSkKyp06f7lOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.143 [XNIO-1 task-2]  0Tw9RRC9RdSkKyp06f7lOA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:51.148 [XNIO-1 task-2]  YhkDEv-NTcusD24XNMsnHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.148 [XNIO-1 task-2]  YhkDEv-NTcusD24XNMsnHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.148 [XNIO-1 task-2]  YhkDEv-NTcusD24XNMsnHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.149 [XNIO-1 task-2]  YhkDEv-NTcusD24XNMsnHg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:51.154 [XNIO-1 task-2]  Bu9Zyu4uRyKLNvwjHUmUeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/9a2eafb8, base path is set to: null
16:40:51.154 [XNIO-1 task-2]  Bu9Zyu4uRyKLNvwjHUmUeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.154 [XNIO-1 task-2]  Bu9Zyu4uRyKLNvwjHUmUeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.154 [XNIO-1 task-2]  Bu9Zyu4uRyKLNvwjHUmUeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/9a2eafb8, base path is set to: null
16:40:51.154 [XNIO-1 task-2]  Bu9Zyu4uRyKLNvwjHUmUeg DEBUG com.networknt.schema.TypeValidator debug - validate( "9a2eafb8", "9a2eafb8", serviceId)
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "e9b0f37a-b23b-4092-912b-4f65c65b00cf", {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "f04b2ac7", {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:51.157 [XNIO-1 task-2]  wwPIo4NGTsSfgFkehW6pBQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f04b2ac7","serviceName":"63b55e31-6f0f-46f6-829f-798c7dc6","serviceDesc":"e9b0f37a-b23b-4092-912b-4f65c65b00cf","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.162 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:c9a6e3bc-431f-4b95-9460-33a2c4fda64f
16:40:51.163 [XNIO-1 task-2]  EkOgNX3DSaCQwyfbj4-0SA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.163 [XNIO-1 task-2]  EkOgNX3DSaCQwyfbj4-0SA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.163 [XNIO-1 task-2]  EkOgNX3DSaCQwyfbj4-0SA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.169 [XNIO-1 task-2]  NK_CRFpQTTyFnhag9SCiCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/f04b2ac7, base path is set to: null
16:40:51.169 [XNIO-1 task-2]  NK_CRFpQTTyFnhag9SCiCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.169 [XNIO-1 task-2]  NK_CRFpQTTyFnhag9SCiCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.170 [XNIO-1 task-2]  NK_CRFpQTTyFnhag9SCiCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/f04b2ac7, base path is set to: null
16:40:51.170 [XNIO-1 task-2]  NK_CRFpQTTyFnhag9SCiCA DEBUG com.networknt.schema.TypeValidator debug - validate( "f04b2ac7", "f04b2ac7", serviceId)
16:40:51.172 [XNIO-1 task-2]  v3xcRJpUQBKp9XPkR9Uekw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.173 [XNIO-1 task-2]  v3xcRJpUQBKp9XPkR9Uekw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.173 [XNIO-1 task-2]  v3xcRJpUQBKp9XPkR9Uekw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.179 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.179 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG com.networknt.schema.TypeValidator debug - validate( "7eae5137-fb9d-4195-8420-fe569b874773", {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG com.networknt.schema.TypeValidator debug - validate( "f1baffcc", {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:51.180 [XNIO-1 task-2]  DKfIJMOnR9OufW-91T4dsw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f1baffcc","serviceName":"3b23076c-9ece-4a7f-ad61-a0c57aa6","serviceDesc":"7eae5137-fb9d-4195-8420-fe569b874773","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.186 [XNIO-1 task-2]  OpAiK5b8T9GX-9OCNKg6aA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.186 [XNIO-1 task-2]  OpAiK5b8T9GX-9OCNKg6aA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.186 [XNIO-1 task-2]  OpAiK5b8T9GX-9OCNKg6aA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.186 [XNIO-1 task-2]  OpAiK5b8T9GX-9OCNKg6aA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:51.192 [XNIO-1 task-2]  E6AzhRf1SNK1EIkCdRibnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.192 [XNIO-1 task-2]  E6AzhRf1SNK1EIkCdRibnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.192 [XNIO-1 task-2]  E6AzhRf1SNK1EIkCdRibnw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.200 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG com.networknt.schema.TypeValidator debug - validate( "e2f6f8f2-1c7e-4401-8cc3-a727626a", {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:51.201 [XNIO-1 task-2]  p6PIAganRWeN3R3Hbx1RTA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9a2eafb8","serviceName":"e2f6f8f2-1c7e-4401-8cc3-a727626a","serviceDesc":"97b1e622-ba9b-41dd-b6b7-e55b58581225","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.207 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.207 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG com.networknt.schema.TypeValidator debug - validate( "320262de-0385-4245-8f41-b40367da", {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:51.208 [XNIO-1 task-2]  ETOE3p_IThGLNpx880gjOw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"331e4510","serviceName":"320262de-0385-4245-8f41-b40367da","serviceDesc":"83b95a08-6364-47c3-8b64-03fcd6f79f2e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
